user,hash,date,site_admin,day_of_week,period_of_day
maxkoryukov,35d7b26dbd1b09550f31454108c54ac64f7a88d1,2017-01-27T22:47:56Z,FALSE,sexta-feira,"(14,15]"
maxkoryukov,acafed5eda74a987db72f6f6515b7ae2f1e14c9e,2017-01-27T22:43:44Z,FALSE,sexta-feira,"(14,15]"
sdimkov,bff7308946df7f6c5ed3e5143a021f980b609d01,2015-06-06T03:39:34Z,FALSE,sábado,"(20,21]"
sdimkov,0d16e259003a57d512cc0f89d7255677edc6f691,2015-07-01T23:48:17Z,FALSE,quarta-feira,"(16,17]"
sdimkov,741fc8feb224fb96c8aa5a5059dcc7d48a5345c4,2015-07-22T17:48:46Z,FALSE,quarta-feira,"(10,11]"
sdimkov,f8d6ae11cef8fe32000ff7d928fd2c02fe7b23aa,2015-07-04T15:08:41Z,FALSE,sábado,"(8,9]"
sdimkov,7aa8094c61441385cae9b66931ee7788c42b8027,2015-07-06T15:54:14Z,FALSE,segunda-feira,"(8,9]"
sdimkov,3a836ee9fc9d1795b9251ecb65c35c448a71b3d1,2015-04-28T11:26:08Z,FALSE,terça-feira,"(4,5]"
sdimkov,52c904334a81772be77414a6c8390b2c8092f6da,2015-08-17T21:46:18Z,FALSE,segunda-feira,"(14,15]"
sdimkov,e721aa2c772a0d5020b33e213aac21d4e6dc8016,2015-07-06T15:56:53Z,FALSE,segunda-feira,"(8,9]"
sdimkov,93ab207cada92a2a5e7272b6ce768d6b9486ed10,2015-04-26T15:01:45Z,FALSE,domingo,"(8,9]"
numbcoder,d1b0f26039bf0a442a4c700a07f6282c6eae7e55,2012-12-29T14:35:07Z,FALSE,sábado,"(6,7]"
lornajane,70ba5eeb5fc67899c54941ce60dd950e4bd8caa1,2017-07-18T08:41:52Z,FALSE,terça-feira,"(1,2]"
lornajane,0c3ec03be90bcc1b35fc041f2e2403f06ffc66ad,2017-07-19T09:13:47Z,FALSE,quarta-feira,"(2,3]"
tspascoal,332ca191503503182d883dfa35f6c2179220cec8,2014-08-29T17:54:31Z,FALSE,sexta-feira,"(10,11]"
jimeh,f34ec49caa3f388479ffb67be2cd2e7081f3c836,2012-04-15T08:13:37Z,FALSE,domingo,"(1,2]"
jimeh,2f11797c34489ef643df57fefbe1e86855e462d1,2012-04-14T21:24:30Z,FALSE,sábado,"(14,15]"
jimeh,50fa9488feea09c53f2d9868a085922213fa4259,2012-04-15T08:15:17Z,FALSE,domingo,"(1,2]"
jimeh,d5efb87ba639ff4ef01326d1514ec6ba64dd663b,2012-04-15T08:07:07Z,FALSE,domingo,"(1,2]"
jimeh,df1cb97593a1ba106e8ab5fb176d2ecf8d86188f,2012-04-19T23:00:40Z,FALSE,quinta-feira,"(16,17]"
jimeh,ea1085bf3b9fb474284a79a9ec2e0f28a8dae378,2012-04-15T11:08:54Z,FALSE,domingo,"(4,5]"
aw,494f6688d84bfd44e2f5008d882bf4131f575df6,2011-10-22T13:02:12Z,FALSE,sábado,"(6,7]"
ajacksified,9484cf5c34671e073d100b0e7cdae2067595cacb,2013-04-30T19:18:45Z,FALSE,terça-feira,"(12,13]"
hbrinj,48e76e542988e701addff2844589a96778d035c5,2016-12-04T18:22:00Z,FALSE,domingo,"(10,11]"
kevinsimper,ba1ed11c84b8709f82ce48715f55e6018c5c3a8d,2014-10-11T20:07:43Z,FALSE,sábado,"(13,14]"
jbr,00376e34e1f701dfea8b29b1d10ace0cba7fe959,2014-03-14T06:54:27Z,FALSE,sexta-feira,"(23,24]"
justincampbell,a1ff021df8e900058f51d7b7e140572903b08bfb,2013-02-21T20:36:02Z,FALSE,quinta-feira,"(12,13]"
taytay,19d0e1d1e4b30d1ed2e1bf2d411a57809c29a3a1,2015-03-18T00:31:01Z,FALSE,quarta-feira,"(17,18]"
pdehaan,ee35970ec11ab41ef21d5e1072f82271aff9503c,2015-05-23T22:37:47Z,FALSE,sábado,"(15,16]"
marsam,89bdc04258073ce451984a15c4f57157a174adf4,2012-08-24T05:46:37Z,FALSE,sexta-feira,"(22,23]"
twellspring,2b8ec17733acdda4944df6f79c4dc92e09c89dfa,2016-03-29T03:05:15Z,FALSE,terça-feira,"(20,21]"
twellspring,c28ed1cb925d542a7d8306996c571d3ac03ad132,2016-07-27T16:57:28Z,FALSE,quarta-feira,"(9,10]"
twellspring,0df1b08da7e8e0b7077872330eb50aa7151255b8,2016-07-27T16:55:52Z,FALSE,quarta-feira,"(9,10]"
twellspring,1df49a0b173dec21e899c76a16aa552b937a205c,2016-05-09T15:33:08Z,FALSE,segunda-feira,"(8,9]"
eventualbuddha,f37292a4908940a990bd910aeeec56ce22692a52,2011-10-26T18:36:45Z,FALSE,quarta-feira,"(11,12]"
eventualbuddha,ad58193001f021cf57b01df1220cf7348df504ed,2011-10-26T19:11:33Z,FALSE,quarta-feira,"(12,13]"
eventualbuddha,9968309b4b5fb52bf64e787ca4242caf41226f36,2011-10-26T18:37:15Z,FALSE,quarta-feira,"(11,12]"
tas50,fe37e3fa7c7ed23e9105b6252dc98a7701cc0b48,2016-07-15T22:18:55Z,FALSE,sexta-feira,"(15,16]"
stkent,08579ba15af28de04f55ee2ce550914fbafa62cd,2014-11-20T04:39:32Z,FALSE,quinta-feira,"(20,21]"
stkent,4b7aecf2e023594e97ddd467a5f0fde7e7da375c,2014-11-20T04:39:32Z,FALSE,quinta-feira,"(20,21]"
jhubert,bfaa77a3c02b14e17fa4d7319237cbd89d210164,2013-08-10T22:26:37Z,FALSE,sábado,"(15,16]"
jhubert,be0a5e8359ca45444494e1aa9820799a3dfc678f,2013-08-12T17:22:36Z,FALSE,segunda-feira,"(10,11]"
jhubert,ed6657ea725f07a80e5c6c81ae401bc1bdce5b77,2013-08-13T03:33:54Z,FALSE,terça-feira,"(20,21]"
jhubert,a0b103a751abe83ee1fbec443add339f83975d03,2013-08-12T22:21:48Z,FALSE,segunda-feira,"(15,16]"
jhubert,05195d816a56d3b7457e57e18abb28fd7f966728,2013-08-10T23:16:25Z,FALSE,sábado,"(16,17]"
jhubert,8e28e6d002acdbb36b7bf5b817cc594d0ee8713b,2013-08-12T17:22:57Z,FALSE,segunda-feira,"(10,11]"
franc,57f5f098d1414663f85f93af7f20f9cae1b90018,2012-02-20T19:12:16Z,FALSE,segunda-feira,"(11,12]"
aendrew,3bef62989dabfafe7915062bc020a9866fb3949e,2013-12-12T10:16:43Z,FALSE,quinta-feira,"(2,3]"
aqnouch,b8a1167bd0ad6e768d0cfa38ce903420f11f3c5f,2016-01-01T01:54:55Z,FALSE,sexta-feira,"(17,18]"
knomedia,472a29de658e97e2e86fdf472dfc4b2baae07adb,2013-07-25T18:10:12Z,FALSE,quinta-feira,"(11,12]"
shiwano,db8b4c02b3f4c6604bfc3d78504b545d0afaa8ed,2013-04-27T19:53:11Z,FALSE,sábado,"(12,13]"
x1a0,2ddac790a1a0ff52b642048a153c3ad8f62b3490,2013-01-17T08:00:39Z,FALSE,quinta-feira,"(0,1]"
x1a0,a197734b176b0c3fa6711293e54fc3367f03c48f,2013-01-17T07:59:56Z,FALSE,quinta-feira,"(23,24]"
x1a0,3607943b21a8c94941c5694e72081639ae5ae5a0,2013-01-16T14:01:53Z,FALSE,quarta-feira,"(6,7]"
x1a0,c5ff65f222f71472dc4506b3278506025460918d,2013-01-15T10:56:32Z,FALSE,terça-feira,"(2,3]"
excedrin,0e52877330e0c605a17ac42ccb0802b02d9e6913,2011-10-28T09:16:28Z,FALSE,sexta-feira,"(2,3]"
excedrin,e542755e91503a468a7ffaca50da81a405f7384f,2011-10-28T09:08:01Z,FALSE,sexta-feira,"(2,3]"
excedrin,d12da25d5b102d8566788668bd023d2b5bbc2d46,2011-10-28T09:14:54Z,FALSE,sexta-feira,"(2,3]"
denisvm,998638973049a6a695b18691446046441900e89e,2016-06-30T17:21:39Z,FALSE,quinta-feira,"(10,11]"
slawekzachcial,9f6448f06218092348f47e5a557759f27f4641e8,2017-09-09T17:59:41Z,FALSE,sábado,"(10,11]"
al,6abe539d04c29835fa27dc7c8e8e1d511762c2a0,2015-07-24T00:54:47Z,FALSE,sexta-feira,"(17,18]"
al,675f35d7f0c001e45db56ca4ba084c62113be3cf,2015-08-11T22:32:05Z,FALSE,terça-feira,"(15,16]"
myvarhd,d07d59a3d8f9db86fe76a469353e5abf3d31eecb,2015-07-11T18:50:14Z,FALSE,sábado,"(11,12]"
myvarhd,1c7876dd05325c82915309a62aab535fecc58b30,2015-07-11T18:38:20Z,FALSE,sábado,"(11,12]"
patrickotto,d3f141ea9b6b51092f4bd7ad68079d3a4385d5ff,2011-10-26T17:11:15Z,FALSE,quarta-feira,"(10,11]"
atmos,b973a908d386bfd8ad850ae2bd6f9f82316c3f04,2011-11-08T19:57:36Z,FALSE,terça-feira,"(11,12]"
atmos,f5c2bedcaeb70b7276efb7b2dbe27779cf0a3058,2011-10-11T06:21:40Z,FALSE,terça-feira,"(23,24]"
atmos,578f48117fdc5b239a5b2165f0d2a5b6b96382a7,2011-10-11T06:48:23Z,FALSE,terça-feira,"(23,24]"
atmos,74a4bbd73913853cb34b6e3a5c3ecfa703006f55,2013-03-24T02:55:35Z,FALSE,domingo,"(19,20]"
atmos,ddefd0474b77e1f8f7187b7bb67b744059900099,2011-10-25T23:28:38Z,FALSE,terça-feira,"(16,17]"
atmos,6c7a5ae433fd8f02af3f0aad6a709a28f6717482,2012-02-13T04:53:34Z,FALSE,segunda-feira,"(20,21]"
atmos,ec5a3358e5d5015b4d0c130772ce5138516dcafe,2011-11-25T20:27:13Z,FALSE,sexta-feira,"(12,13]"
atmos,0ee12dd26b34a249bdb08d41e8c89a413fda4760,2011-10-26T06:18:38Z,FALSE,quarta-feira,"(23,24]"
atmos,aaf0349752408a9919acf3b836578f3cf4993da3,2011-12-01T02:05:37Z,FALSE,quinta-feira,"(18,19]"
atmos,5bc54ee93a5f3a73afb3d583cdb30de08d3da8ae,2011-11-09T19:09:28Z,FALSE,quarta-feira,"(11,12]"
atmos,26a8cece373e3288e7b97d67d2e01149b9cc9f81,2011-10-08T00:37:55Z,FALSE,sábado,"(17,18]"
atmos,f1d2c0446016386834b07c5552cd22510cdf7789,2011-08-28T22:44:29Z,FALSE,domingo,"(15,16]"
atmos,7bf189f5bcd3080c5d473e7f0c31b94f2f042500,2011-10-25T20:25:35Z,FALSE,terça-feira,"(13,14]"
atmos,ea57a173180bb0c31d1189b1b31bab19314f8cbd,2011-10-29T21:44:50Z,FALSE,sábado,"(14,15]"
atmos,8bc4f21a5ddd100af0b8443e57dba2b40d5e8911,2011-09-08T08:40:36Z,FALSE,quinta-feira,"(1,2]"
atmos,ebdca3d89b9ee3671d89715e6a50a9edfcff4468,2011-12-22T22:27:36Z,FALSE,quinta-feira,"(14,15]"
atmos,311e6a255017a60b8d8535677814e7ba4ca42b5b,2011-11-25T19:52:58Z,FALSE,sexta-feira,"(11,12]"
atmos,48f251321e49d338924c0889141b58fc3411bc67,2011-12-07T08:14:49Z,FALSE,quarta-feira,"(0,1]"
atmos,09e1a50a6284492a0137e8b2e21e14036f677c00,2011-10-29T22:07:48Z,FALSE,sábado,"(15,16]"
atmos,9c250cd16062658963eafa1d418af37c068e41eb,2011-11-01T00:13:53Z,FALSE,terça-feira,"(17,18]"
atmos,f35aef53fb462c82d355a4cebc2834a7393f1500,2011-10-25T00:28:19Z,FALSE,terça-feira,"(17,18]"
atmos,83bccc3b27c67ed21aba45d63af53d0b456685c7,2011-11-01T02:02:35Z,FALSE,terça-feira,"(19,20]"
atmos,4c5834dc8a744bdf34a70f2cc1a45f5cd4cb35ee,2011-10-26T22:07:13Z,FALSE,quarta-feira,"(15,16]"
atmos,c2e4cf48c358f95c96046faa331d7460933ccf0e,2013-03-25T16:16:23Z,FALSE,segunda-feira,"(9,10]"
atmos,b28bf9ce92f735b485d175d7b6388fb84c2815b0,2011-10-08T00:28:51Z,FALSE,sábado,"(17,18]"
atmos,02abb83481d2e9b24012eaa7fefb82b3682260ce,2011-10-31T21:27:45Z,FALSE,segunda-feira,"(14,15]"
atmos,05c1ce323987817588c8d72a9935c4c39dd9abdf,2011-10-29T21:36:31Z,FALSE,sábado,"(14,15]"
atmos,39f84663bda97c7d2234136eb013a2d71b538c97,2011-12-24T18:56:30Z,FALSE,sábado,"(10,11]"
atmos,2e0f42954d8db08cc1d1231d5c84127829ec383b,2011-10-08T02:49:14Z,FALSE,sábado,"(19,20]"
atmos,fb48ead5c3e52ec05dcd9c10be28c4855047eca0,2011-12-24T22:44:22Z,FALSE,sábado,"(14,15]"
atmos,21f7983da468a4c052c08b961a44eb80a1f929b6,2011-10-31T16:13:16Z,FALSE,segunda-feira,"(9,10]"
atmos,7bd1e54f30cb110587d8e2418867104131e1656e,2011-10-13T00:33:53Z,FALSE,quinta-feira,"(17,18]"
atmos,e578ef308359afeaaf97323f7a02f3ac3670206e,2011-10-26T05:27:05Z,FALSE,quarta-feira,"(22,23]"
atmos,3093e4defb3b4260004646b6212360831000c646,2011-12-24T20:26:17Z,FALSE,sábado,"(12,13]"
atmos,c659b08abe1cd1430c43bf939d8f9404c8361623,2013-01-31T20:52:40Z,FALSE,quinta-feira,"(12,13]"
atmos,521027bb535e594e45561e8bc13e113288069608,2011-10-26T20:44:22Z,FALSE,quarta-feira,"(13,14]"
atmos,73efe3a4274f214607c5329fa77e030d956286c5,2011-11-25T20:01:07Z,FALSE,sexta-feira,"(12,13]"
atmos,2ec62c3eb0f9001a86090f16d56e5e5b74ef8621,2011-10-28T09:39:19Z,FALSE,sexta-feira,"(2,3]"
atmos,ed223ab50d3f138bb8f431c836b7189ee0402d0f,2011-10-12T22:01:55Z,FALSE,quarta-feira,"(15,16]"
atmos,7bd459be22773218f01d086833c0e069ad0957ee,2011-09-08T06:20:54Z,FALSE,quinta-feira,"(23,24]"
atmos,f796552918557888d2b0c67ad8fa97cbadb53a29,2011-10-11T06:19:21Z,FALSE,terça-feira,"(23,24]"
atmos,cd70bbdd607b9c3e541bed8b57ea6a5c18c6460a,2013-01-09T23:19:50Z,FALSE,quarta-feira,"(15,16]"
atmos,76a31cd34de9a26569ff928734476fa7428914f3,2011-10-28T04:33:56Z,FALSE,sexta-feira,"(21,22]"
atmos,5ac90046c3fbf167820c5e158d285cba52961570,2012-08-23T05:46:28Z,FALSE,quinta-feira,"(22,23]"
atmos,eac9d92690164d9230d7d15d8e5fd95087dcd823,2011-10-26T05:13:41Z,FALSE,quarta-feira,"(22,23]"
atmos,8ea2b178d33d259bc8b35a8a4280f47801eba146,2011-10-26T06:53:35Z,FALSE,quarta-feira,"(23,24]"
atmos,82f466728f7c4d6fb361cbb231473f8b43b50de7,2011-09-15T05:42:55Z,FALSE,quinta-feira,"(22,23]"
atmos,db46719d7e95d8aed4581bb6e7f736e43f3d14fa,2013-01-09T23:45:49Z,FALSE,quarta-feira,"(15,16]"
atmos,49d235e4aca4ea79a2a7cc4d0cbbd7027e527093,2013-03-10T22:05:30Z,FALSE,domingo,"(15,16]"
atmos,1b75d65a5faa0354c059f89ae02a0b2ddf7298ae,2011-10-29T22:04:06Z,FALSE,sábado,"(15,16]"
atmos,1a074cb727bdfe261d26277b85295fed6df8f6e6,2013-03-05T17:42:36Z,FALSE,terça-feira,"(9,10]"
atmos,463dea0295b4c23e42f67aef1115113e213f7de5,2011-11-01T21:21:10Z,FALSE,terça-feira,"(14,15]"
atmos,1966e3948ace606efb297508c93175713fb43089,2011-10-28T21:59:49Z,FALSE,sexta-feira,"(14,15]"
atmos,33b313dd82d950c74efceae001dcf6c4f106268e,2011-10-26T21:33:24Z,FALSE,quarta-feira,"(14,15]"
atmos,7144003519c170efa33e2b4a52b5689dea5115f2,2013-01-11T23:42:20Z,FALSE,sexta-feira,"(15,16]"
atmos,7a606c697af257c368340b50baee6bc14cf19989,2011-12-07T23:44:36Z,FALSE,quarta-feira,"(15,16]"
atmos,d963c0fc881ab934ea33fff764e1e11719461ac7,2012-01-31T12:08:08Z,FALSE,terça-feira,"(4,5]"
atmos,403a7139ecf68a01b74037c82ffbe4585da446fa,2013-02-22T18:58:08Z,FALSE,sexta-feira,"(10,11]"
atmos,58385b555a89b3351362b1eabb8fd70b8fb91486,2011-10-30T19:20:41Z,FALSE,domingo,"(12,13]"
atmos,f34166ff2e87d78afdbbd5107a3ebf7022f079f6,2011-12-06T22:37:11Z,FALSE,terça-feira,"(14,15]"
atmos,de60be09768855ecbe7c226067c3e2859358c985,2011-10-25T00:43:04Z,FALSE,terça-feira,"(17,18]"
atmos,be6b76bb4ac4f8108b4601b3ba842a6d25e6078c,2011-10-11T05:53:01Z,FALSE,terça-feira,"(22,23]"
atmos,7023efa60fdb3dd95030f11f1f55c95c26dacfae,2014-03-05T06:43:09Z,FALSE,quarta-feira,"(22,23]"
atmos,2cd73311ff7117d0f7ccb4d1ac9b9e05ac3369da,2011-10-26T05:05:10Z,FALSE,quarta-feira,"(22,23]"
atmos,c29a19140cc6d940ffced20009e0dc2dd89bde21,2011-12-06T22:38:10Z,FALSE,terça-feira,"(14,15]"
atmos,a5b8d5df988a121737001517b4fc784f021a8630,2011-08-30T21:16:45Z,FALSE,terça-feira,"(14,15]"
atmos,880a511769c16e9fb1af3cf8f75fddcc7bf6e9cc,2011-10-24T21:12:30Z,FALSE,segunda-feira,"(14,15]"
atmos,be5fce69e1074c1832ad82f9d2897e1fb7903e34,2011-09-09T23:23:35Z,FALSE,sexta-feira,"(16,17]"
atmos,ce149d9212341ec15881bad25fa924005a374a9b,2011-10-11T06:30:13Z,FALSE,terça-feira,"(23,24]"
atmos,b17044258ecf1ca060ce7a8a9e98f3a58589e872,2011-10-25T23:06:39Z,FALSE,terça-feira,"(16,17]"
atmos,818ffe079d49b6062a4f3e266adacea83dc8c926,2013-01-22T20:36:19Z,FALSE,terça-feira,"(12,13]"
atmos,076420a7dc7633e5aa194d5ed1e13f7284bd9249,2011-10-26T00:37:11Z,FALSE,quarta-feira,"(17,18]"
atmos,6195c120a8275567383203ced22e2a697a27054e,2011-10-13T00:31:06Z,FALSE,quinta-feira,"(17,18]"
atmos,8b4cd8bc1cb5700a592468e6a738cf63900166b8,2011-12-24T21:19:28Z,FALSE,sábado,"(13,14]"
atmos,438e865a2dd836d76216f742acd2476d7ad63f35,2011-11-17T02:41:55Z,FALSE,quinta-feira,"(18,19]"
atmos,e1860bc267ea59c64cd2b642bb858da3632cce23,2011-10-25T18:25:36Z,FALSE,terça-feira,"(11,12]"
atmos,56bc14ae2fd6b8b1825bf12239eddc213c0a24fb,2011-10-27T21:08:19Z,FALSE,quinta-feira,"(14,15]"
atmos,4dbb6b994ee09b01af0029b9b7bafb65dca768d9,2011-10-28T19:59:10Z,FALSE,sexta-feira,"(12,13]"
atmos,7f6bb31e4541075494a4870aee7e78d25d1851d6,2011-11-25T19:02:25Z,FALSE,sexta-feira,"(11,12]"
atmos,f0cf4113724151b5116494ee7a1475bf8ad1a812,2011-12-24T20:31:13Z,FALSE,sábado,"(12,13]"
atmos,818cbea449558bcc841149b9acb318dd27b42aa2,2011-10-31T19:17:58Z,FALSE,segunda-feira,"(12,13]"
atmos,cd2f5bbffe2b02a6d69e5688a179ef8331b99a11,2011-08-29T03:00:42Z,FALSE,segunda-feira,"(20,21]"
atmos,e9dd390d2bb2be9b02dfb9e48cffb470c8e1990d,2011-10-26T05:55:45Z,FALSE,quarta-feira,"(22,23]"
atmos,9a6a23636f53ea946962e2cfde51a04752aa8bbc,2011-08-29T03:58:13Z,FALSE,segunda-feira,"(20,21]"
atmos,f90834c36bbf3760ef9444eef52af8906b78e299,2011-10-28T07:11:20Z,FALSE,sexta-feira,"(0,1]"
atmos,94dc791cd0a0ed496c192f9f099c5d937ca20be5,2011-10-30T19:23:11Z,FALSE,domingo,"(12,13]"
atmos,e3bc5a74a2eb0fc3e61a4421c8a0133f9a57d004,2012-05-17T00:40:43Z,FALSE,quinta-feira,"(17,18]"
atmos,0adbb1cec1c1d4e5bfc4cdda49d3b9f06025a505,2011-10-28T07:10:38Z,FALSE,sexta-feira,"(0,1]"
atmos,959b26d2134de0b551716825a6d850020f08972e,2011-12-24T20:38:19Z,FALSE,sábado,"(12,13]"
atmos,366c0c45a3bb352b4e36d7c8af27890120cd6d9b,2011-12-24T05:13:36Z,FALSE,sábado,"(21,22]"
atmos,63f16af47017087907c84558e877e42e2c96e4c9,2011-11-07T22:39:10Z,FALSE,segunda-feira,"(14,15]"
atmos,e513a7ed8ac367ffaff7d77f47e2db6e76d1f88c,2011-09-08T06:06:48Z,FALSE,quinta-feira,"(23,24]"
atmos,4e632fdf8be7f7225df5c366bb5218a3896c3fa3,2011-10-25T20:12:10Z,FALSE,terça-feira,"(13,14]"
atmos,5c76e7cd86862a6b16ce94d58515da0589388881,2011-10-28T07:14:39Z,FALSE,sexta-feira,"(0,1]"
atmos,975557bb292f8a6d8cf07a4e795caba034238be2,2011-08-29T04:15:59Z,FALSE,segunda-feira,"(21,22]"
atmos,a25dbe92c39245f25b0a8d74c2ac68aa33076b29,2011-09-08T06:03:56Z,FALSE,quinta-feira,"(23,24]"
atmos,017aef55bbf19a977eb5ded9eb5a52036deececc,2011-10-26T23:19:12Z,FALSE,quarta-feira,"(16,17]"
atmos,101d8eb087246ada5378f474d140d08bcefc1e27,2011-11-22T22:47:16Z,FALSE,terça-feira,"(14,15]"
atmos,d7d2a2183a12d18e251e108be32051d2f284f7b8,2011-10-25T22:54:34Z,FALSE,terça-feira,"(15,16]"
atmos,8c436f0e27a961e3f939c284c5eb326b8d97b4c7,2011-10-31T19:33:13Z,FALSE,segunda-feira,"(12,13]"
atmos,5abab75e5db76ec6bfce4b3a82c5d95b7144eba7,2011-08-28T22:39:34Z,FALSE,domingo,"(15,16]"
atmos,0e69b332f094b70815cec32932fac5196fdf159c,2011-12-24T06:23:49Z,FALSE,sábado,"(22,23]"
atmos,588a847616c4fdf913422e7fdf9458b8ae2c0283,2011-10-08T17:28:14Z,FALSE,sábado,"(10,11]"
atmos,23cd931d673a6f8275713deed862e86a45b1650c,2011-10-29T22:18:47Z,FALSE,sábado,"(15,16]"
