id,state,user_opened,employee_open,user_closed,employee_closed,days_opened,number_of_comments,days_between_first_and_last_comment,days_first_comment_after_creation,days_last_comment_before_closed,days_opened_group,days_between_first_and_last_comment_group,days_first_comment_after_creation_group,days_last_comment_before_closed_group
13010,open,damianobarbati,volunter,null,volunter,null,5,2,0,null,NA,"(1,30]",NA,NA
13008,open,theyezzyman,volunter,null,volunter,null,1,0,3,null,NA,NA,"(1,30]",NA
13004,closed,aemengo,volunter,codebytere,employee,2,2,2,0,0,"(1,30]","(1,30]",NA,NA
13002,open,ahmedmohamedali,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
13001,closed,zJesusJavier,volunter,brenca,volunter,0,2,0,0,0,NA,NA,NA,NA
13000,open,akontsevich,volunter,null,volunter,null,6,0,2,null,NA,NA,"(1,30]",NA
12997,open,TAGC,volunter,null,volunter,null,1,0,0,null,NA,NA,NA,NA
12996,open,happypoulp,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
12994,open,gioragutt,volunter,null,volunter,null,5,4,0,null,NA,"(1,30]",NA,NA
12992,closed,alexlee85,volunter,codebytere,employee,0,2,0,0,0,NA,NA,NA,NA
12990,open,ctxhou,volunter,null,volunter,null,1,0,0,null,NA,NA,NA,NA
12989,closed,zjruan,volunter,MarshallOfSound,volunter,2,4,1,0,1,"(1,30]","(0,1]",NA,"(0,1]"
12988,closed,levinium,volunter,codebytere,employee,0,7,0,0,0,NA,NA,NA,NA
12985,open,jordanbaucke,volunter,null,volunter,null,1,0,0,null,NA,NA,NA,NA
12739,closed,immanoj16,volunter,MarshallOfSound,volunter,0,1,0,0,0,NA,NA,NA,NA
12737,closed,chrilith,volunter,codebytere,employee,19,9,19,0,0,"(1,30]","(1,30]",NA,NA
12735,closed,peererror,volunter,sofianguy,volunter,13,2,10,2,0,"(1,30]","(1,30]","(1,30]",NA
12733,closed,abhieee23,volunter,MarshallOfSound,volunter,0,2,0,0,0,NA,NA,NA,NA
12732,closed,Ornataweaver,volunter,MarshallOfSound,volunter,0,3,2,0,2,NA,"(1,30]",NA,"(1,30]"
12730,open,simke9445,volunter,null,volunter,null,1,0,2,null,NA,NA,"(1,30]",NA
12729,closed,hlcfan,volunter,MarshallOfSound,volunter,0,1,0,0,0,NA,NA,NA,NA
12728,closed,devguysin,volunter,sofianguy,volunter,0,1,0,0,0,NA,NA,NA,NA
12726,closed,davej,volunter,codebytere,employee,21,6,18,3,0,"(1,30]","(1,30]","(1,30]",NA
12725,open,lmoesch,volunter,null,volunter,null,1,0,0,null,NA,NA,NA,NA
12724,closed,avi12,volunter,sofianguy,volunter,0,1,0,0,0,NA,NA,NA,NA
12722,closed,BoOpenfin,volunter,MarshallOfSound,volunter,1,3,4,0,3,"(0,1]","(1,30]",NA,"(1,30]"
12721,closed,SergeKauzunovich,volunter,SergeKauzunovich,volunter,0,2,0,0,0,NA,NA,NA,NA
12719,closed,peererror,volunter,sofianguy,volunter,0,2,0,0,0,NA,NA,NA,NA
12718,closed,chrilith,volunter,MarshallOfSound,volunter,1,2,0,1,0,"(0,1]",NA,"(0,1]",NA
12717,closed,alex1504,volunter,MarshallOfSound,volunter,0,4,0,0,0,NA,NA,NA,NA
12715,closed,renatosistemasvc,volunter,MarshallOfSound,volunter,0,3,0,0,0,NA,NA,NA,NA
12713,open,WriterDuet,volunter,null,volunter,null,1,0,0,null,NA,NA,NA,NA
12712,closed,vicatcu,volunter,nornagon,volunter,0,3,0,0,0,NA,NA,NA,NA
12711,closed,jrfitz,volunter,MarshallOfSound,volunter,0,2,0,0,0,NA,NA,NA,NA
12710,closed,timfish,volunter,codebytere,employee,7,2,0,6,0,"(1,30]",NA,"(1,30]",NA
12709,closed,xuxiaoxin,volunter,MarshallOfSound,volunter,0,2,0,0,0,NA,NA,NA,NA
10007,closed,qazbnm456,volunter,kevinsawicki,employee,4,0,null,null,null,"(1,30]",NA,NA,NA
10006,closed,zhengw060024,volunter,sofianguy,volunter,188,2,180,8,0,"(180,365]","(30,180]","(1,30]",NA
10005,closed,cjackson234,volunter,codebytere,employee,308,4,9,299,0,"(180,365]","(1,30]","(180,365]",NA
10002,closed,mtpultz,volunter,MarshallOfSound,volunter,0,2,0,0,0,NA,NA,NA,NA
10001,closed,akashnimare,volunter,shubham2892,volunter,3,3,3,0,0,"(1,30]","(1,30]",NA,NA
10000,closed,johnryan,volunter,codebytere,employee,308,5,295,13,0,"(180,365]","(180,365]","(1,30]",NA
9999,closed,StefanSzakacs21,volunter,codebytere,employee,309,4,269,40,0,"(180,365]","(180,365]","(30,180]",NA
9998,open,dpalou,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9997,closed,yangbeom,volunter,yangbeom,volunter,107,5,107,0,0,"(30,180]","(30,180]",NA,NA
9996,closed,fomenyesu,volunter,codebytere,employee,75,2,75,0,0,"(30,180]","(30,180]",NA,NA
9995,open,rophy,volunter,null,volunter,null,3,265,0,null,NA,"(180,365]",NA,NA
9994,open,KarenHuang2016,volunter,null,volunter,null,4,262,50,null,NA,"(180,365]","(30,180]",NA
9993,closed,Call-Me-Uncle,volunter,pierreneter,volunter,0,2,0,0,0,NA,NA,NA,NA
9990,open,stanleyxu2005,volunter,null,volunter,null,1,0,22,null,NA,NA,"(1,30]",NA
9987,closed,andrei-cacio,volunter,zeke,employee,96,9,2,0,94,"(30,180]","(1,30]",NA,"(30,180]"
9986,closed,JackieLs,volunter,codebytere,employee,76,2,75,1,0,"(30,180]","(30,180]","(0,1]",NA
9985,open,dpalou,volunter,null,volunter,null,8,104,21,null,NA,"(30,180]","(1,30]",NA
9984,open,daguej,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9982,open,antonio-ramadas,volunter,null,volunter,null,4,148,139,null,NA,"(30,180]","(30,180]",NA
9981,open,jgrosso,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9980,closed,JackieLs,volunter,kevinsawicki,employee,0,3,0,0,0,NA,NA,NA,NA
9979,open,JohannBlake,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9978,closed,benlancaster,volunter,benlancaster,volunter,0,1,0,0,0,NA,NA,NA,NA
9977,closed,steem,volunter,enlight,volunter,0,1,0,0,0,NA,NA,NA,NA
9976,closed,stigrv,volunter,codebytere,employee,191,1,0,191,0,"(180,365]",NA,"(180,365]",NA
9973,open,pfrazee,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9971,closed,juturu,volunter,zeke,employee,49,0,null,null,null,"(30,180]",NA,NA,NA
9970,closed,hhsnopek,volunter,codebytere,employee,206,21,286,0,80,"(180,365]","(180,365]",NA,"(30,180]"
9969,open,starkos,volunter,null,volunter,null,3,36,1,null,NA,"(30,180]","(0,1]",NA
9966,open,kochizufan,volunter,null,volunter,null,1,0,312,null,NA,NA,"(180,365]",NA
9965,closed,amircodota,volunter,MarshallOfSound,volunter,67,2,66,0,0,"(30,180]","(30,180]",NA,NA
9960,closed,sancarn,volunter,codebytere,employee,194,1,0,194,0,"(180,365]",NA,"(180,365]",NA
9958,closed,kcampion,volunter,kcampion,volunter,2,2,0,2,0,"(1,30]",NA,"(1,30]",NA
9957,open,clintharris,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9956,closed,akashnimare,volunter,akashnimare,volunter,0,3,0,0,0,NA,NA,NA,NA
9955,closed,komiIT,volunter,sofianguy,volunter,195,1,0,195,0,"(180,365]",NA,"(180,365]",NA
9954,open,mickael-kerjean,volunter,null,volunter,null,2,0,210,null,NA,NA,"(180,365]",NA
9952,open,TimNZ,volunter,null,volunter,null,1,0,4,null,NA,NA,"(1,30]",NA
9949,closed,alexstrat,volunter,zcbenz,employee,17,0,null,null,null,"(1,30]",NA,NA,NA
9948,closed,poojas2288,volunter,MarshallOfSound,volunter,0,1,0,0,0,NA,NA,NA,NA
9945,closed,ehguo,volunter,ehguo,volunter,1,3,0,1,0,"(0,1]",NA,"(0,1]",NA
9944,closed,juturu,volunter,ckerr,employee,154,0,null,null,null,"(30,180]",NA,NA,NA
9943,closed,juturu,volunter,ckerr,employee,197,19,153,78,34,"(180,365]","(30,180]","(30,180]","(30,180]"
9942,open,craxal,volunter,null,volunter,null,3,0,1,null,NA,NA,"(0,1]",NA
9941,open,pabloleban,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9940,closed,Devhercule,volunter,kevinsawicki,employee,0,2,0,0,0,NA,NA,NA,NA
9938,closed,kongyuan,volunter,sofianguy,volunter,197,6,197,0,0,"(180,365]","(180,365]",NA,NA
9937,closed,hanfengcan,volunter,MarshallOfSound,volunter,0,2,0,0,0,NA,NA,NA,NA
9936,open,l7s,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9935,closed,JBarna,volunter,JBarna,volunter,140,3,81,59,0,"(30,180]","(30,180]","(30,180]",NA
9933,closed,gregor,volunter,zcbenz,employee,203,8,239,7,43,"(180,365]","(180,365]","(1,30]","(30,180]"
9932,closed,sqwk,volunter,sqwk,volunter,0,2,0,0,0,NA,NA,NA,NA
9930,closed,pabloleban,volunter,pabloleban,volunter,0,5,0,0,0,NA,NA,NA,NA
9928,closed,WhiteFur,volunter,kevinsawicki,employee,13,0,null,null,null,"(1,30]",NA,NA,NA
9927,closed,jorangreef,volunter,codebytere,employee,198,2,198,0,0,"(180,365]","(180,365]",NA,NA
9926,closed,TanninOne,volunter,codebytere,employee,203,23,198,5,0,"(180,365]","(180,365]","(1,30]",NA
9925,closed,jakubzitny,volunter,jakubzitny,volunter,0,3,307,0,307,NA,"(180,365]",NA,"(180,365]"
9924,closed,saadbinsaeed,volunter,MarshallOfSound,volunter,0,1,0,0,0,NA,NA,NA,NA
9923,closed,rishabh1403,volunter,shubham2892,volunter,2,3,1,0,0,"(1,30]","(0,1]",NA,NA
9922,closed,zhoufeifan,volunter,enlight,volunter,27,5,27,0,0,"(1,30]","(1,30]",NA,NA
9921,closed,w8w8w8,volunter,enlight,volunter,0,1,0,0,0,NA,NA,NA,NA
9920,closed,Amthieu,volunter,MarshallOfSound,volunter,0,13,151,0,151,NA,"(30,180]",NA,"(30,180]"
9919,open,akashnimare,volunter,null,volunter,null,5,176,0,null,NA,"(30,180]",NA,NA
9917,open,maxcr,volunter,null,volunter,null,3,6,4,null,NA,"(1,30]","(1,30]",NA
9916,open,poojas2288,volunter,null,volunter,null,3,0,248,null,NA,NA,"(180,365]",NA
9915,closed,henrywong,volunter,MarshallOfSound,volunter,0,0,null,null,null,NA,NA,NA,NA
9914,open,rensiu,volunter,null,volunter,null,1,0,58,null,NA,NA,"(30,180]",NA
9913,open,akashnimare,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9912,closed,craftpip,volunter,paulcbetts,volunter,0,2,5,0,5,NA,"(1,30]",NA,"(1,30]"
9911,closed,aankur,volunter,aankur,volunter,1,2,1,0,0,"(0,1]","(0,1]",NA,NA
9910,closed,dantrevino,volunter,MarshallOfSound,volunter,0,1,0,0,0,NA,NA,NA,NA
9909,closed,cjg125,volunter,pierreneter,volunter,11,8,14,0,3,"(1,30]","(1,30]",NA,"(1,30]"
9908,open,astoilkov,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9907,closed,Morphexe,volunter,enlight,volunter,0,2,0,0,0,NA,NA,NA,NA
9906,open,pravdomil,volunter,null,volunter,null,0,null,null,null,NA,NA,NA,NA
9904,closed,p3x-robot,volunter,p3x-robot,volunter,52,2,24,5,22,"(30,180]","(1,30]","(1,30]","(1,30]"
9902,closed,p3x-robot,volunter,codebytere,employee,203,3,181,22,0,"(180,365]","(180,365]","(1,30]",NA
9901,open,paulbennet,volunter,null,volunter,null,2,0,109,null,NA,NA,"(30,180]",NA
