user,hash,date,site_admin,day_of_week,period_of_day
technicalpickles,a0768785e7c973ff13bc88e37054f177cdad5709,2016-02-25T23:00:29Z,TRUE,quinta-feira,"(15,16]"
technicalpickles,a9a6c704560dd2be2286289bee3b88d1b9591076,2013-12-28T03:26:08Z,TRUE,sábado,"(19,20]"
technicalpickles,d1f5e1445b6d70a940b64f289c7fc7d0270dee72,2014-10-16T21:01:17Z,TRUE,quinta-feira,"(14,15]"
technicalpickles,8e8176f7908a3d558681bc98d0727c310127b59a,2012-05-29T23:51:34Z,TRUE,terça-feira,"(16,17]"
technicalpickles,445d88eef000c19bab948f3474dc63e4a017d3e1,2013-12-31T18:00:50Z,TRUE,terça-feira,"(10,11]"
technicalpickles,ed1dc3c590b5beca3642b742bd0697a2ee8fd1ef,2015-05-26T16:33:27Z,TRUE,terça-feira,"(9,10]"
technicalpickles,eba1628c509321dbf5e6c16dec8b297434a472a6,2014-12-22T22:23:23Z,TRUE,segunda-feira,"(14,15]"
technicalpickles,ed25584f5ac2520a6c28547ffd0961c7abd7ea49,2012-09-08T20:27:31Z,TRUE,sábado,"(13,14]"
technicalpickles,db84cdd8092c82791dd142b01a626f6033f37505,2016-01-20T03:41:49Z,TRUE,quarta-feira,"(19,20]"
technicalpickles,f96a9b25b7d9077ab8cda34e47fc5a4de132bfef,2014-08-22T04:00:43Z,TRUE,sexta-feira,"(21,22]"
technicalpickles,555cec5c4861322852aa06c9b7258cb67ff13fb5,2013-07-18T04:55:27Z,TRUE,quinta-feira,"(21,22]"
technicalpickles,4695ab96fb3d270dc4eb4373a265711aaa189742,2014-08-22T13:31:45Z,TRUE,sexta-feira,"(6,7]"
technicalpickles,d9ef9897f49e69162aab2a63ec98d1bf211df009,2013-10-04T18:48:00Z,TRUE,sexta-feira,"(11,12]"
technicalpickles,81d4f195b3d0f76494e4670d15350be1b127180f,2014-08-22T02:05:00Z,TRUE,sexta-feira,"(19,20]"
technicalpickles,3756d3037f06523ad6c753deae5a590952256cba,2016-01-08T23:34:57Z,TRUE,sexta-feira,"(15,16]"
technicalpickles,b3bd613eea449b3da97898eeb59675a1de59f236,2016-02-17T16:57:41Z,TRUE,quarta-feira,"(8,9]"
technicalpickles,e5523f0cf91732a15411413d2c8dc1c5fbf4241b,2014-09-11T03:39:53Z,TRUE,quinta-feira,"(20,21]"
technicalpickles,c41a6a0d7cf798b0dc120cfdb4913d674b8bcfc7,2015-08-24T15:06:54Z,TRUE,segunda-feira,"(8,9]"
technicalpickles,fda0a06abc3db0c2c00388c297d1a6f11b106c24,2015-02-17T01:13:45Z,TRUE,terça-feira,"(17,18]"
technicalpickles,8cbac1b7722df7595846316b58d2608d3ca4fcc2,2014-05-19T14:41:43Z,TRUE,segunda-feira,"(7,8]"
technicalpickles,9913ca736eead304e99adec799215d10020dc723,2015-08-28T13:41:31Z,TRUE,sexta-feira,"(6,7]"
technicalpickles,9fe938f35362e20f7c0e3da57370a3ec9bc5a490,2016-01-20T18:49:22Z,TRUE,quarta-feira,"(10,11]"
technicalpickles,037b0363693ae0cf06328022c8bfb6938e6ea186,2015-06-05T19:22:51Z,TRUE,sexta-feira,"(12,13]"
technicalpickles,f1ba057b86ae916b5d62a7b287159649b6e3db89,2015-03-07T00:34:47Z,TRUE,sábado,"(16,17]"
technicalpickles,8d0728b704d3a2aec79092feb6f0152fefb05fd7,2014-10-16T21:19:28Z,TRUE,quinta-feira,"(14,15]"
technicalpickles,528b8bb61610d9b47340bc0f4ece5e3482fa0852,2013-07-26T02:47:14Z,TRUE,sexta-feira,"(19,20]"
technicalpickles,a350eabd8fe924a1251603b7a6c34f53961ab20b,2015-03-13T21:04:24Z,TRUE,sexta-feira,"(14,15]"
technicalpickles,44df44489de0e28d6c27d9c31832ce3c3813dfaa,2014-02-17T19:08:43Z,TRUE,segunda-feira,"(11,12]"
technicalpickles,34d2f58398a95505280b6a4ad213c0ea00c0bbaf,2014-07-24T14:58:40Z,TRUE,quinta-feira,"(7,8]"
technicalpickles,7a4df8acc3dc7e5926a9f89e21742320bf0e2343,2013-12-31T17:22:13Z,TRUE,terça-feira,"(9,10]"
technicalpickles,845fdb82f589baacb5706fa32fe2789b13585287,2014-12-05T21:07:57Z,TRUE,sexta-feira,"(13,14]"
technicalpickles,9fa61d6aaa11a510374d0e71cd9de478c0dcd07d,2014-08-22T01:36:29Z,TRUE,sexta-feira,"(18,19]"
technicalpickles,2078ea84ae06e34e6d41adf3a16242b10f394e1d,2013-05-02T14:58:29Z,TRUE,quinta-feira,"(7,8]"
technicalpickles,3b84b4e1db4eee01f9aa04163de453b510a3e63b,2015-02-17T01:16:50Z,TRUE,terça-feira,"(17,18]"
technicalpickles,8b9b08b5a350237c0cb77f0de3c062d93d651d06,2015-02-20T16:13:38Z,TRUE,sexta-feira,"(8,9]"
technicalpickles,a190b2be30733e852f32337a28a573e388290c5f,2014-05-19T13:36:03Z,TRUE,segunda-feira,"(6,7]"
technicalpickles,fefc9abcc5b486eb17027cd4cf4eafc3d6ae7b1c,2015-03-09T02:33:13Z,TRUE,segunda-feira,"(19,20]"
technicalpickles,151169d64d875d21bab8fc5354ec6bbed8af578b,2014-10-27T17:58:45Z,TRUE,segunda-feira,"(10,11]"
technicalpickles,09d072011a0597998ea63654329432f5be839c7c,2014-04-15T19:19:40Z,TRUE,terça-feira,"(12,13]"
technicalpickles,f5ca36805c69b28a39abe29df1a67c9bc236a3df,2015-03-13T19:02:19Z,TRUE,sexta-feira,"(12,13]"
technicalpickles,6120f0e1a79ffa8cc5443080acd1a5c93a457962,2015-03-09T02:01:04Z,TRUE,segunda-feira,"(19,20]"
technicalpickles,fe09c1db84f7aecc32ea6c25e5d51d8db523aad0,2013-09-26T23:20:34Z,TRUE,quinta-feira,"(16,17]"
technicalpickles,54a8522be4a20cac34e86edb49e8d1ba78e79613,2015-03-18T15:13:30Z,TRUE,quarta-feira,"(8,9]"
technicalpickles,fe93fc0df51e5b3968bd1e185dbc5f5262259efc,2014-09-25T00:21:39Z,TRUE,quinta-feira,"(17,18]"
technicalpickles,717ac8fd40cf39fdcae81dbc21061f4032350cd2,2012-09-08T18:43:16Z,TRUE,sábado,"(11,12]"
technicalpickles,4ab35c301bbfcea76801c845310b58a62fde02f2,2012-05-29T23:55:37Z,TRUE,terça-feira,"(16,17]"
technicalpickles,8d802e7d37a5e37d8801cfa43e4ee104f3597b1d,2015-06-05T20:43:07Z,TRUE,sexta-feira,"(13,14]"
technicalpickles,c209c3a5413964f434c3535c5f282d7c4c32f7d6,2016-01-20T03:46:37Z,TRUE,quarta-feira,"(19,20]"
technicalpickles,73742b93310f8451d093433c00aa0e80f88dd31f,2013-07-22T14:24:03Z,TRUE,segunda-feira,"(7,8]"
technicalpickles,3ea87ddb40c58e1438a1f82c4d8fbfa224f931af,2014-05-15T13:28:03Z,TRUE,quinta-feira,"(6,7]"
technicalpickles,42da5c0d6b11c283b70ee173bef34529fc7dbbd5,2015-03-12T23:13:14Z,TRUE,quinta-feira,"(16,17]"
technicalpickles,20d4143a06ce81b434d856a6ae34cf54148cf04d,2013-12-07T18:54:46Z,TRUE,sábado,"(10,11]"
technicalpickles,51336680f69dce48744121a0c4a62cc28b1d2b56,2014-04-01T21:48:10Z,TRUE,terça-feira,"(14,15]"
technicalpickles,98f475313ad363bbc36b25d26585091169061a06,2013-04-23T15:08:45Z,TRUE,terça-feira,"(8,9]"
technicalpickles,3e21b807737b58735b3f9ef763dd44e2c7e0f698,2013-04-29T21:31:35Z,TRUE,segunda-feira,"(14,15]"
technicalpickles,71d1c686d9ffdfad54751080c699979fa17190a1,2014-11-07T23:56:45Z,TRUE,sexta-feira,"(15,16]"
technicalpickles,d829898ba9524b0d4346e486809bf0c5e379cd2f,2015-08-24T14:05:15Z,TRUE,segunda-feira,"(7,8]"
technicalpickles,652d5f285aa80c210719bdba852ff77dbd330fd8,2013-07-19T15:36:56Z,TRUE,sexta-feira,"(8,9]"
technicalpickles,702bf154f1778bc950322fc464c56cadaf0a7e5a,2013-12-07T19:02:30Z,TRUE,sábado,"(11,12]"
technicalpickles,94769e25865ac2022395c59ea323ff0c13d2700c,2013-08-06T17:46:37Z,TRUE,terça-feira,"(10,11]"
technicalpickles,b43602b738d7747db7d6a2daf93a6ff70ea134d6,2015-02-20T18:40:01Z,TRUE,sexta-feira,"(10,11]"
technicalpickles,4571d541ade89f8fccec1ff2b2c851c1ffb6eb6e,2012-10-27T04:26:08Z,TRUE,sábado,"(21,22]"
technicalpickles,eb65c5ef81c86739f2aa102ec266229e8f72a36b,2014-10-29T14:23:05Z,TRUE,quarta-feira,"(7,8]"
technicalpickles,352ccad9173e17c5bf61ee69aaaa25136a5268cf,2014-07-15T22:10:47Z,TRUE,terça-feira,"(15,16]"
technicalpickles,3463f93c0fffe5b54f3448e19748b1a6f5ee52dd,2015-04-03T20:04:53Z,TRUE,sexta-feira,"(13,14]"
technicalpickles,dc02afe7f5336c1fe9997be45eb51af7f611d9f5,2015-08-24T16:05:25Z,TRUE,segunda-feira,"(9,10]"
technicalpickles,5ec8f375f3ac97e9df6e45c6b459d42025b74694,2015-04-03T21:36:07Z,TRUE,sexta-feira,"(14,15]"
technicalpickles,58eb23c87e6b4b637fdad73308f4c7d48686f2af,2015-04-10T21:02:25Z,TRUE,sexta-feira,"(14,15]"
technicalpickles,3e5ebd6cc3ad029e6e27d58b0882039e05a978ee,2013-07-18T04:28:35Z,TRUE,quinta-feira,"(21,22]"
technicalpickles,c2ce9c547c37d83ce217f19a48763cdeecdd9e6f,2013-07-18T04:38:41Z,TRUE,quinta-feira,"(21,22]"
technicalpickles,2885a4d77f345da7ba6ef774b9e90ec77282d734,2013-04-23T15:16:23Z,TRUE,terça-feira,"(8,9]"
technicalpickles,fbca8dae4c93143bfaee56d08aafc60ea16ebf8d,2014-10-29T15:03:52Z,TRUE,quarta-feira,"(8,9]"
technicalpickles,438dd87b129687273988ac62e6633ab365407668,2016-01-09T00:14:15Z,TRUE,sábado,"(16,17]"
technicalpickles,9dfaab05967bf9a7bd034bee1fbd05ebde84fbd5,2015-04-03T21:31:43Z,TRUE,sexta-feira,"(14,15]"
technicalpickles,075463533822464a97c6460dc95bfbcbe80dee3e,2014-07-24T14:30:03Z,TRUE,quinta-feira,"(7,8]"
technicalpickles,154d832d1a4fee271da5948aa9bcb4c4762ad944,2014-01-10T16:09:19Z,TRUE,sexta-feira,"(8,9]"
technicalpickles,ff75500529ccc6283b0cc87ecfa24f21655f14c2,2015-03-13T21:20:47Z,TRUE,sexta-feira,"(14,15]"
technicalpickles,56e51f2790a3285b19a71e19b2004a2c918ca94d,2013-04-30T14:59:04Z,TRUE,terça-feira,"(7,8]"
technicalpickles,358560103de2508bae9be7b7570f4446133aa9c6,2015-03-13T17:49:11Z,TRUE,sexta-feira,"(10,11]"
technicalpickles,d82e42c85a2ca40d76260280cd1019e851d74d99,2014-09-25T00:50:26Z,TRUE,quinta-feira,"(17,18]"
technicalpickles,c7b68424c7ea1a1db757d5358a38199fd523a158,2016-01-09T00:07:58Z,TRUE,sábado,"(16,17]"
technicalpickles,fd43b0055e40c9740505fa1b65337ec8ab494197,2013-03-09T16:44:56Z,TRUE,sábado,"(8,9]"
technicalpickles,3baadb079e37afe5828d86ca610c4cbed8a6750e,2013-04-21T00:45:43Z,TRUE,domingo,"(17,18]"
technicalpickles,ede354fa918459ad0736db7b7f00a162900a38b2,2015-02-17T01:11:50Z,TRUE,terça-feira,"(17,18]"
technicalpickles,14b528ff1a28eefb80ad246a250263648f98442d,2014-12-22T17:03:56Z,TRUE,segunda-feira,"(9,10]"
technicalpickles,ab57f59b9f371516754c53f0ecee474126a3c529,2014-12-19T23:59:56Z,TRUE,sexta-feira,"(15,16]"
technicalpickles,77a6c8562c1b1ca95afe82efca8ee28e1249f140,2014-10-18T21:16:33Z,TRUE,sábado,"(14,15]"
technicalpickles,05943155d3b0412ea3d32be2352424a0155b8e0b,2014-12-22T21:48:50Z,TRUE,segunda-feira,"(13,14]"
technicalpickles,f518a0cd5378fcf01506545a125cfd66eab4ac79,2016-05-06T20:28:35Z,TRUE,sexta-feira,"(13,14]"
technicalpickles,49cf888b696e0ed9c810e7f361598aac1d97e9da,2014-10-29T15:14:55Z,TRUE,quarta-feira,"(8,9]"
technicalpickles,8af01a89e34bb264f0eb1d96099484f2d0da40b9,2015-03-13T21:44:30Z,TRUE,sexta-feira,"(14,15]"
technicalpickles,e2e25fa714354cfc985723e22c8eadcdda6fc941,2016-01-20T03:45:01Z,TRUE,quarta-feira,"(19,20]"
technicalpickles,d447398d0c20fa01a00e21e225afa4b227fc33e6,2014-10-23T02:35:13Z,TRUE,quinta-feira,"(19,20]"
technicalpickles,c9f0bb4fcf7b285aaa929524e8ad8172500e4411,2014-10-29T15:24:44Z,TRUE,quarta-feira,"(8,9]"
technicalpickles,eb1604aa2b530b43cf20cd08d5f069a0578c1ea7,2014-12-22T16:35:20Z,TRUE,segunda-feira,"(8,9]"
technicalpickles,e088699ec938d998a1375e9e7c50025756aa5d50,2013-07-19T20:06:40Z,TRUE,sexta-feira,"(13,14]"
technicalpickles,fc7423136808e78a868cb9ebdbb49abe2588bda6,2013-03-10T19:48:41Z,TRUE,domingo,"(12,13]"
technicalpickles,32c37c56afa758d21bf84281b5ef0e29728434f4,2015-06-08T15:53:11Z,TRUE,segunda-feira,"(8,9]"
technicalpickles,8418e8dcac796803aaf7eeb0d63d70e8af19cc8f,2013-07-18T04:35:47Z,TRUE,quinta-feira,"(21,22]"
technicalpickles,72526c081ed96fd6f2ddadf146909d71f1f52e28,2014-10-18T20:07:51Z,TRUE,sábado,"(13,14]"
technicalpickles,2283d7f61615bd78e1420b1734f71a9177b3bd77,2014-10-08T14:06:05Z,TRUE,quarta-feira,"(7,8]"
technicalpickles,35eccead5cd7b31bde4072fbfed686a3cfdbd4bf,2013-07-06T18:04:07Z,TRUE,sábado,"(11,12]"
technicalpickles,345da4c59475b36b5d73c1c481be45f8ec578440,2015-01-05T17:20:14Z,TRUE,segunda-feira,"(9,10]"
technicalpickles,8063e4288226ac811fd35440178d6db9a7f50b13,2016-01-08T23:55:12Z,TRUE,sexta-feira,"(15,16]"
technicalpickles,191622d64621988c2fb66c06e5a82e223dd580bf,2013-12-31T15:03:26Z,TRUE,terça-feira,"(7,8]"
technicalpickles,1a916271cccffd3ab4815094fb3ec090d9b6e574,2012-09-08T18:54:57Z,TRUE,sábado,"(11,12]"
technicalpickles,cd0384c3bba591c03fa96a82bc1131885ec9f7f8,2013-03-10T19:46:13Z,TRUE,domingo,"(12,13]"
technicalpickles,7a3462fb57e448fd423e779dd16405d3cdf45365,2014-10-21T00:14:09Z,TRUE,terça-feira,"(17,18]"
technicalpickles,7adbd7b9bf5ba7fb107fedb416c64b2fb7675af5,2014-10-29T14:36:08Z,TRUE,quarta-feira,"(7,8]"
technicalpickles,92661a8c997e58d0a2ecbd6a19d7b504eddf995c,2016-01-20T13:50:01Z,TRUE,quarta-feira,"(5,6]"
technicalpickles,c5babd86cead2cb2896206a71d4072451f50fb2a,2015-03-13T17:17:56Z,TRUE,sexta-feira,"(10,11]"
technicalpickles,21e6c77ddbc432e649463f7bf63d5e7ddc802b71,2014-01-01T19:21:53Z,TRUE,quarta-feira,"(11,12]"
technicalpickles,4508b5a4c2b04a676dd362cb9c8f62dd2b35a683,2014-08-22T04:08:34Z,TRUE,sexta-feira,"(21,22]"
technicalpickles,e03d6615422541f2c0b007361abc09d6a76f7d05,2013-07-18T04:38:08Z,TRUE,quinta-feira,"(21,22]"
technicalpickles,e549c7798615fb6162b95c7e78d26b982a77a0e2,2013-12-17T15:23:26Z,TRUE,terça-feira,"(7,8]"
technicalpickles,40409ebe296e6736b7cb786fb54ab78e88ffe19c,2015-04-27T17:40:56Z,TRUE,segunda-feira,"(10,11]"
technicalpickles,9543a6cd61e64356afc6f20ae7630789fa8e6e96,2015-03-09T02:28:13Z,TRUE,segunda-feira,"(19,20]"
technicalpickles,aa35bccf6c52407e393c92462ed079de58f9bdd2,2013-12-31T17:39:58Z,TRUE,terça-feira,"(9,10]"
technicalpickles,46f12074b48ddef931b49b57ac9542775d95611d,2013-04-24T14:57:05Z,TRUE,quarta-feira,"(7,8]"
technicalpickles,738fbf8229a5b40c308a1ab032eb12135f5ab4c8,2013-10-29T21:26:53Z,TRUE,terça-feira,"(14,15]"
technicalpickles,29e101677eb2c351dac6c681bf6054f4590ef8d3,2014-11-20T20:06:40Z,TRUE,quinta-feira,"(12,13]"
technicalpickles,6b760ba4adefefbf05e30262f6c05a96fee48890,2014-12-22T21:05:27Z,TRUE,segunda-feira,"(13,14]"
technicalpickles,8133d7310241caf1663593b709d68e81c1cad56f,2014-11-01T17:18:05Z,TRUE,sábado,"(10,11]"
technicalpickles,2fd15ae7d340741ca081e77a8328c2fe4a617722,2014-07-24T15:11:52Z,TRUE,quinta-feira,"(8,9]"
technicalpickles,96df6a84dc2721992506b85ad42cfc7d4b87ffaa,2013-04-29T21:46:07Z,TRUE,segunda-feira,"(14,15]"
technicalpickles,cb9ddb1c410281788a75126e6d2c772cfd6e1eaf,2016-01-20T03:37:04Z,TRUE,quarta-feira,"(19,20]"
technicalpickles,b48bd6eba4cec4d00a774e3b6388c6c0cfd96917,2016-01-20T03:56:26Z,TRUE,quarta-feira,"(19,20]"
technicalpickles,cc7ff8c76a8766c7ab15c3349ffd096621066f5b,2014-10-29T14:48:20Z,TRUE,quarta-feira,"(7,8]"
technicalpickles,ca4376b4c37d111ea6605ff749aee78ca4d203b9,2014-09-25T00:23:03Z,TRUE,quinta-feira,"(17,18]"
technicalpickles,b0ef7a0ba23a767f968d4d7dd06bac8fe4f49d49,2013-07-06T20:21:45Z,TRUE,sábado,"(13,14]"
technicalpickles,fb7c31754bc80b446d43489b48cdebf958ca133e,2013-07-06T18:04:20Z,TRUE,sábado,"(11,12]"
technicalpickles,f4db60c23764400e1343fb894593575d2d823fa9,2015-02-14T00:09:15Z,TRUE,sábado,"(16,17]"
technicalpickles,2ca3d4cf7fcc6584638e1a7376e6bdf1e615c7ca,2014-01-08T18:18:41Z,TRUE,quarta-feira,"(10,11]"
technicalpickles,06c175fa1935668b936b42774658f41083ccd24e,2014-12-20T00:04:32Z,TRUE,sábado,"(16,17]"
technicalpickles,11394b508183025b322c92d9e8a64a9368749d60,2015-03-09T14:46:01Z,TRUE,segunda-feira,"(7,8]"
technicalpickles,77ba88051b192e2b10534645329a54c64509d460,2014-10-29T14:09:33Z,TRUE,quarta-feira,"(7,8]"
technicalpickles,05aeb940cdc8837dd29fa2226d0062c0c9fd6993,2014-05-15T13:25:59Z,TRUE,quinta-feira,"(6,7]"
technicalpickles,e21b01f419c94b8bde5dfebec10702cbcfe33c20,2013-03-10T21:37:46Z,TRUE,domingo,"(14,15]"
technicalpickles,fdf6229562af45901dac4e13153b10082db66fb5,2014-10-29T14:21:36Z,TRUE,quarta-feira,"(7,8]"
technicalpickles,c0f6bdf947c5271c2cac5d48730320b129c2e44f,2016-05-06T23:12:35Z,TRUE,sexta-feira,"(16,17]"
technicalpickles,6c3a4589f56d0aaf00827b2c9b5771f7a9fe755b,2013-04-23T15:00:01Z,TRUE,terça-feira,"(8,9]"
technicalpickles,924c48fdac385291ea37ed9cc12760a8ccecc2ef,2014-04-15T17:56:54Z,TRUE,terça-feira,"(10,11]"
technicalpickles,1b4c8909635cb3b34163698803f2f245fd3dfccd,2015-06-05T19:46:27Z,TRUE,sexta-feira,"(12,13]"
technicalpickles,fb70c259826f115f9314a4e55612279010223b80,2013-08-07T19:07:32Z,TRUE,quarta-feira,"(12,13]"
technicalpickles,a715457d078cba73debe684b505be95132a9dc13,2016-05-06T22:51:49Z,TRUE,sexta-feira,"(15,16]"
technicalpickles,feeb42523ad07743b9c4719753e3f49ac01836e9,2015-03-13T20:56:53Z,TRUE,sexta-feira,"(13,14]"
technicalpickles,500ea3b56127730ccbb0cf621a5eef4056481c49,2015-03-09T02:25:09Z,TRUE,segunda-feira,"(19,20]"
technicalpickles,ec21abefec950c89decf796c339af34c966607d3,2014-06-10T18:28:27Z,TRUE,terça-feira,"(11,12]"
technicalpickles,7f94fe0b8af1a82225d84dba7c5767b11c9343c3,2012-10-06T00:39:21Z,TRUE,sábado,"(17,18]"
technicalpickles,8969d16e1b6514ee94572d1f826b2e172a99957a,2016-01-11T00:30:32Z,TRUE,segunda-feira,"(16,17]"
technicalpickles,4c6e59353b0442222c4180c6c281dfb949e07e94,2014-10-20T12:35:34Z,TRUE,segunda-feira,"(5,6]"
technicalpickles,f0466f289a9582f9dd5f40745596ff54425e8f16,2013-07-07T21:23:28Z,TRUE,domingo,"(14,15]"
technicalpickles,4dff9f7eba4c3a28f62efdb6d01b3c3440bf045c,2014-08-22T00:54:29Z,TRUE,sexta-feira,"(17,18]"
technicalpickles,91a48bda2dddc1252744b4947de01c6ff59fb375,2013-07-07T21:06:57Z,TRUE,domingo,"(14,15]"
technicalpickles,9b3ab0ec40ac9423b7f54084f3957f6a6efeb79e,2015-03-07T00:26:06Z,TRUE,sábado,"(16,17]"
technicalpickles,01cfba0fa6b78d284bf812f47e2be433d14839f1,2016-01-09T00:08:50Z,TRUE,sábado,"(16,17]"
technicalpickles,918ca403ccdc4beae08484339036ea3fc5ed80bf,2013-10-29T21:55:46Z,TRUE,terça-feira,"(14,15]"
technicalpickles,2b5afda1c3c74177a638e07d74971fb7ad11842d,2013-12-07T18:58:29Z,TRUE,sábado,"(10,11]"
technicalpickles,7b39d7c39f6c1d8a95c6a14b02ae265679740b05,2014-11-25T22:58:26Z,TRUE,terça-feira,"(14,15]"
technicalpickles,f8129ec6d5f719be9ae30fc44c53b5162f9fbe3c,2014-05-15T13:18:31Z,TRUE,quinta-feira,"(6,7]"
technicalpickles,547c331d7d4c3c0abcae34c2cbac31befc400e7c,2013-07-07T21:06:38Z,TRUE,domingo,"(14,15]"
technicalpickles,b9adae69b3aa6864273044e99d66553499c9040d,2016-03-21T15:19:56Z,TRUE,segunda-feira,"(8,9]"
technicalpickles,6cfecee6546a1afb8ff9dcdd05da351baf99533c,2016-05-06T22:53:35Z,TRUE,sexta-feira,"(15,16]"
technicalpickles,b6120607837a9f47a01a035e935b0d6c44fa4a7f,2013-12-07T18:31:51Z,TRUE,sábado,"(10,11]"
technicalpickles,f672bc03cf4bf415ce45ed60c38334d988fae8f4,2015-05-14T19:16:18Z,TRUE,quinta-feira,"(12,13]"
technicalpickles,1ddc5edca49015500942ee72d0e596b1dfeab482,2014-08-22T01:26:35Z,TRUE,sexta-feira,"(18,19]"
technicalpickles,84339035b93a618ebb884e6ff72fa59d9d81c70d,2013-12-20T16:13:01Z,TRUE,sexta-feira,"(8,9]"
technicalpickles,4888d6cc716b8f42451685ced8882affb41f7cbb,2012-09-08T18:38:31Z,TRUE,sábado,"(11,12]"
technicalpickles,f015307a6b2e9b5c7b896fa7a1f4e23d7758ab3a,2015-04-03T21:36:12Z,TRUE,sexta-feira,"(14,15]"
technicalpickles,fff0a1022a8b4d38e6808a2b3d9bc54d42d74e45,2014-11-01T17:17:51Z,TRUE,sábado,"(10,11]"
technicalpickles,003a57a204fb2a07e73856b2ea5c2110facc160b,2015-03-23T19:42:47Z,TRUE,segunda-feira,"(12,13]"
technicalpickles,bc7b9521a3d2528fc0d67ab8219a5134f12d01ff,2015-04-03T21:00:51Z,TRUE,sexta-feira,"(14,15]"
technicalpickles,37651c9aeabb5f02006a1dea22ea1d04a3c738a6,2014-12-05T21:52:13Z,TRUE,sexta-feira,"(13,14]"
technicalpickles,c1facedaeb57b01c68a0dd686a7b66a457c2e807,2014-12-05T21:53:19Z,TRUE,sexta-feira,"(13,14]"
technicalpickles,af62277bf1d4f5287800aa0dc600f6b778998874,2015-06-20T13:36:29Z,TRUE,sábado,"(6,7]"
technicalpickles,aa42890e44b44a14ac2d8bdf87c4f4b6134fcb02,2014-09-11T03:54:15Z,TRUE,quinta-feira,"(20,21]"
technicalpickles,4f9544e3f38166b329a96fec35f396d5783112e1,2016-01-20T03:38:06Z,TRUE,quarta-feira,"(19,20]"
technicalpickles,df9573bccf2a2b6a3543d5c7ab1ffe4362286248,2014-05-15T13:26:58Z,TRUE,quinta-feira,"(6,7]"
technicalpickles,08dee43bcf8e7bdf76ada91bb341f1803c4b2f39,2015-03-13T00:18:40Z,TRUE,sexta-feira,"(17,18]"
technicalpickles,e35349b3bb2bc7756bb6bde661f1c53d332f52ae,2015-08-12T20:25:42Z,TRUE,quarta-feira,"(13,14]"
technicalpickles,c057fd239dc1f275d0ead976c37cdd661b1ca6a1,2013-12-16T04:17:24Z,TRUE,segunda-feira,"(20,21]"
technicalpickles,a768132f327363ac6b8252e474613620bc0b1735,2014-12-05T21:09:22Z,TRUE,sexta-feira,"(13,14]"
technicalpickles,51b6dd9fcf6d6153e0543c5228e143e2d32c65c4,2014-07-15T22:10:47Z,TRUE,terça-feira,"(15,16]"
technicalpickles,9fdb371bfb1980adf3705fa6612a002832344ed9,2015-03-13T21:52:33Z,TRUE,sexta-feira,"(14,15]"
technicalpickles,2bbb0d24b49bf341032b4a5c7bdb5e6fe40f88d0,2013-12-31T23:00:43Z,TRUE,terça-feira,"(15,16]"
technicalpickles,b1cb9b6071424d1d1e9a1834b33350a9249ed713,2014-07-24T14:49:48Z,TRUE,quinta-feira,"(7,8]"
technicalpickles,38bbe5089760a60713af6d15756146243cd73cc0,2015-10-20T21:07:07Z,TRUE,terça-feira,"(14,15]"
technicalpickles,2838f5c83aaf8e83a7aacaa2851573f5897bb8cf,2015-02-13T23:00:24Z,TRUE,sexta-feira,"(15,16]"
technicalpickles,4deba70570888d82067ecb072d6d36cdf486f46e,2016-02-26T00:08:12Z,TRUE,sexta-feira,"(16,17]"
technicalpickles,2ea46dbb1689b471c3a603ae3f7ebb804f9addd5,2014-01-31T17:28:41Z,TRUE,sexta-feira,"(9,10]"
technicalpickles,88d1d5b9c5a7682d91360545713814df21cb120c,2014-04-15T17:55:57Z,TRUE,terça-feira,"(10,11]"
technicalpickles,348c30b42a5f5da17a986fe6023c69c34732f8af,2014-12-22T17:06:00Z,TRUE,segunda-feira,"(9,10]"
technicalpickles,0c0cc4951696b2df69e47cf3f50fbdfa57640890,2013-04-23T15:01:01Z,TRUE,terça-feira,"(8,9]"
technicalpickles,7f095aa491d647f6dc7680ce9ba6c21497fd9ea2,2013-07-19T15:57:25Z,TRUE,sexta-feira,"(8,9]"
technicalpickles,65b3b3816f218324e7e0cf93afcd4ea2be54a8fd,2013-06-13T21:12:15Z,TRUE,quinta-feira,"(14,15]"
technicalpickles,c47736a0e649ea58ec2eed24d344412fa530fda2,2013-07-07T21:15:41Z,TRUE,domingo,"(14,15]"
technicalpickles,39681ea35de6375154748418e11f533ef51c3340,2014-06-12T21:36:01Z,TRUE,quinta-feira,"(14,15]"
technicalpickles,5c0ae17455823fcf36aeed718683d802a5851857,2015-03-13T19:48:47Z,TRUE,sexta-feira,"(12,13]"
technicalpickles,17432fc19c4aa31d3de8635402dcc01b1d778d41,2015-02-17T15:28:24Z,TRUE,terça-feira,"(7,8]"
technicalpickles,b534e5ec26d99399745e512d259905164937eb51,2014-08-22T03:21:00Z,TRUE,sexta-feira,"(20,21]"
technicalpickles,f24b800800bd120d03cbad233d98bda3fa874577,2014-03-24T19:16:54Z,TRUE,segunda-feira,"(12,13]"
technicalpickles,701dfb964939aa8b5d6784e7acd81f51e44e3920,2013-07-19T15:50:37Z,TRUE,sexta-feira,"(8,9]"
technicalpickles,447165954a2697a0d636360706a500c11f161205,2015-03-12T23:12:11Z,TRUE,quinta-feira,"(16,17]"
