user,hash,date,site_admin,day_of_week,period_of_day
invalid-email-address,cf43c70d003a867969efe7ee987ea06c871c2a0c,2015-09-04T16:29:38Z,FALSE,sexta-feira,"(9,10]"
nathanhi,a59f59a54c95f2a48402235f7fd56cae6e00b734,2016-02-01T22:21:04Z,FALSE,segunda-feira,"(14,15]"
nathanhi,763ed1fc90d25af150ca4aad15a550bfbb1c0956,2016-02-01T23:06:23Z,FALSE,segunda-feira,"(15,16]"
nathanhi,d1b937653a40dc2b3dd77e62bb24e96e652e81f3,2016-02-01T22:23:27Z,FALSE,segunda-feira,"(14,15]"
asottile,692b2e54eff4154132141d2d5edb1561a56bced0,2017-06-08T22:41:14Z,FALSE,quinta-feira,"(15,16]"
asottile,7d1045d99df6b1237a390a579c62476adb0c76ac,2017-07-02T04:21:58Z,FALSE,domingo,"(21,22]"
ttaylorr,2900456efe5e5ac3a6387dbbb73796d1fee50c5b,2016-07-11T19:35:12Z,FALSE,segunda-feira,"(12,13]"
ttaylorr,bf5fd83fbb7a1ac49538b51fd7eac496b93e2433,2016-07-11T18:26:18Z,FALSE,segunda-feira,"(11,12]"
mistobaan,b4db8b6e84353704590524ec3f31389fdeeb3806,2015-04-10T18:43:58Z,FALSE,sexta-feira,"(11,12]"
zanglang,c5da1713e08dcb925967c494d23781d3e3e4a802,2018-04-27T03:19:39Z,FALSE,sexta-feira,"(20,21]"
anatolyborodin,1d6ddeec1003ce3634ec8aeb1d26ec4bea798b11,2016-03-19T16:33:29Z,FALSE,sábado,"(9,10]"
anatolyborodin,b4fc7f7aba8c8eb67308ebf37db12684dc8925fa,2016-03-19T16:37:26Z,FALSE,sábado,"(9,10]"
revi,2ccc084cfd1496ea2b03694a2d3ebb89b4c83a56,2015-10-05T16:08:14Z,FALSE,segunda-feira,"(9,10]"
orivej,ef8c178393deae297754e951315461cc0dcca3d3,2016-05-30T00:38:08Z,FALSE,segunda-feira,"(17,18]"
sinbad,e1c2c8a2aa248e4b883bdbfa743986529f8d26bb,2016-03-18T15:04:49Z,FALSE,sexta-feira,"(8,9]"
sinbad,524d450e5f10c6e8c95c8e4be1f29a2f9b3e8f75,2015-08-13T08:41:25Z,FALSE,quinta-feira,"(1,2]"
sinbad,35288216859b0eb061dea227d91f09a7f4d47cd9,2016-06-10T07:40:16Z,FALSE,sexta-feira,"(0,1]"
sinbad,2872d1ba0a39995d924ef4eb26e5e18b13734d05,2016-03-09T17:58:28Z,FALSE,quarta-feira,"(9,10]"
sinbad,0b49d6b2780ecabdd15e1776cf7420692a4c976f,2015-07-29T15:51:44Z,FALSE,quarta-feira,"(8,9]"
sinbad,50be5abfe426081c2d5f8798a1fb80a14a499a57,2015-10-09T13:52:04Z,FALSE,sexta-feira,"(6,7]"
sinbad,fd22663cbbf4d81f08c43eb823d352f2d4ac8ff3,2015-08-25T14:08:11Z,FALSE,terça-feira,"(7,8]"
sinbad,b0de6343f4689a92301d6758c4a09d2b9b2b1abd,2016-11-01T14:37:58Z,FALSE,terça-feira,"(7,8]"
sinbad,773465e4771f4501f1c4e30875cd7f896050bd5d,2015-11-25T14:59:22Z,FALSE,quarta-feira,"(6,7]"
sinbad,d7403ce67ee7402df53fa7e02b912e6140f7052e,2016-07-15T10:55:46Z,FALSE,sexta-feira,"(3,4]"
sinbad,16dab094a0150cd083401b96d9e1ba947797957b,2015-07-24T16:27:39Z,FALSE,sexta-feira,"(9,10]"
sinbad,ad79dcfba5cbd525c15dd43b0e59de89ba0bd2ba,2016-11-01T12:33:00Z,FALSE,terça-feira,"(5,6]"
sinbad,9da69ed7553ee3ef1f239cd3b846292bfd327af3,2016-07-15T10:50:00Z,FALSE,sexta-feira,"(3,4]"
sinbad,aa9a240aa8f41e4a091c81bbefa5e10aee367a28,2015-10-15T13:43:11Z,FALSE,quinta-feira,"(6,7]"
sinbad,2fa44e06d527b800fdaac68142d0f35c93048d50,2015-08-24T16:54:56Z,FALSE,segunda-feira,"(9,10]"
sinbad,51e774f09aa79c41e0c21b11eb67df198f697c33,2016-07-14T08:20:56Z,FALSE,quinta-feira,"(1,2]"
sinbad,1dce30d7b96aeb6bb9b598c3a6b2fbdbda43a488,2016-11-21T14:57:42Z,FALSE,segunda-feira,"(6,7]"
sinbad,e8deb6ebbf36e932a14c6aaa2dd9fef67a95d590,2016-03-15T15:10:19Z,FALSE,terça-feira,"(8,9]"
sinbad,9ecf675cc227dc78950955db0626ab8d7c1f1dbe,2016-12-06T10:06:23Z,FALSE,terça-feira,"(2,3]"
sinbad,7f46f2c943a5fc479b88db8357030d5e43c8ae96,2016-07-22T09:11:11Z,FALSE,sexta-feira,"(2,3]"
sinbad,b068c95e83bd92a57f5b706f036735fbf0a33103,2016-06-09T08:19:23Z,FALSE,quinta-feira,"(1,2]"
sinbad,0a29dfda90b919b1f14bba06530ba8a208565f2f,2015-10-22T09:56:57Z,FALSE,quinta-feira,"(2,3]"
sinbad,6b3629e95f83e7425e7a6acc98b5ddb00b367656,2016-04-25T13:52:45Z,FALSE,segunda-feira,"(6,7]"
sinbad,7eb4b9bf7506510c2d70accb2fc7742a207d21ae,2015-10-22T11:35:49Z,FALSE,quinta-feira,"(4,5]"
sinbad,41b9c992456f7c28261ad6240cc1269906443410,2016-05-13T16:44:58Z,FALSE,sexta-feira,"(9,10]"
sinbad,e52ce9c1c1892d56746790724547b7401a831343,2015-09-11T15:41:58Z,FALSE,sexta-feira,"(8,9]"
sinbad,55cb397acfe7e27cbd31e940543f3b2a83110b42,2016-11-01T10:24:55Z,FALSE,terça-feira,"(3,4]"
sinbad,745b9dfa17db40073720c19081e96c79b15d3ac8,2016-03-14T16:46:51Z,FALSE,segunda-feira,"(9,10]"
sinbad,7ab2492bb2b33c8b230bcf21fb9013efb67d13a8,2017-01-02T13:07:53Z,FALSE,segunda-feira,"(5,6]"
sinbad,c8700731b68c0c79aba3fde60ce96fa753b838e5,2016-11-01T10:23:30Z,FALSE,terça-feira,"(3,4]"
sinbad,9e12668dd98fc6e46b93921c5da8d92c175baffe,2016-06-07T11:15:06Z,FALSE,terça-feira,"(4,5]"
sinbad,b7b95f7d16a4a4d87639f4edbd7636a56daa3ace,2016-06-07T11:54:14Z,FALSE,terça-feira,"(4,5]"
