id,state,user_opened,employee_open,user_closed,employee_closed,days_opened,number_of_comments,days_between_first_and_last_comment,days_first_comment_after_creation,days_last_comment_before_closed,days_opened_group,days_between_first_and_last_comment_group,days_first_comment_after_creation_group,days_last_comment_before_closed_group
16777,closed,smashwilson,employee,smashwilson,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
11249,open,simurai,employee,null,volunter,null,4,746,0,null,NA,"(365,Inf]",NA,NA
11168,closed,lee-dohm,employee,stale[bot],bot,546,2,745,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
11090,closed,lee-dohm,employee,lee-dohm,employee,352,3,755,0,403,"(180,365]","(365,Inf]",NA,"(365,Inf]"
11062,closed,lee-dohm,employee,mnquintana,volunter,0,4,768,0,768,NA,"(365,Inf]",NA,"(365,Inf]"
11019,closed,kuychaco,employee,50Wliu,volunter,401,5,761,0,360,"(365,Inf]","(365,Inf]",NA,"(180,365]"
11007,closed,joshaber,employee,BinaryMuse,employee,0,8,758,0,758,NA,"(365,Inf]",NA,"(365,Inf]"
11002,closed,izuzak,employee,benogle,volunter,0,4,773,0,772,NA,"(365,Inf]",NA,"(365,Inf]"
10995,closed,izuzak,employee,BinaryMuse,employee,0,4,773,0,773,NA,"(365,Inf]",NA,"(365,Inf]"
10979,closed,nathansobo,employee,stale[bot],bot,564,5,700,62,198,"(365,Inf]","(365,Inf]","(30,180]","(180,365]"
10957,closed,BinaryMuse,employee,BinaryMuse,employee,1,2,777,0,776,"(0,1]","(365,Inf]",NA,"(365,Inf]"
10938,closed,kuychaco,employee,stale[bot],bot,567,5,765,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
10909,closed,lee-dohm,employee,lee-dohm,employee,556,4,770,0,213,"(365,Inf]","(365,Inf]",NA,"(180,365]"
10852,closed,joshaber,employee,maxbrunsfeld,employee,5,5,779,0,773,"(1,30]","(365,Inf]",NA,"(365,Inf]"
10840,closed,joshaber,employee,maxbrunsfeld,employee,6,2,786,0,779,"(1,30]","(365,Inf]",NA,"(365,Inf]"
10837,closed,joshaber,employee,joshaber,employee,0,2,787,0,787,NA,"(365,Inf]",NA,"(365,Inf]"
10774,open,joshaber,employee,stale[bot],bot,null,4,508,56,null,NA,"(365,Inf]","(30,180]",NA
16725,closed,smashwilson,employee,maxbrunsfeld,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
16724,closed,smashwilson,employee,maxbrunsfeld,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
10517,open,lee-dohm,employee,null,volunter,null,14,740,21,null,NA,"(365,Inf]","(1,30]",NA
10479,closed,lee-dohm,employee,stale[bot],bot,603,1,0,801,198,"(365,Inf]",NA,"(365,Inf]","(180,365]"
10435,closed,maxbrunsfeld,employee,joshaber,employee,28,6,819,0,791,"(1,30]","(365,Inf]",NA,"(365,Inf]"
10335,closed,lee-dohm,employee,joshaber,employee,6,1,0,834,827,"(1,30]",NA,"(365,Inf]","(365,Inf]"
10331,closed,lee-dohm,employee,mnquintana,volunter,0,2,0,0,0,NA,NA,NA,NA
10309,closed,lee-dohm,employee,stale[bot],bot,614,9,813,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
10305,closed,lee-dohm,employee,stale[bot],bot,615,1,0,813,198,"(365,Inf]",NA,"(365,Inf]","(180,365]"
10279,closed,maxbrunsfeld,employee,stale[bot],bot,616,2,815,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
10266,closed,lee-dohm,employee,stale[bot],bot,617,2,815,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
16660,open,kuychaco,employee,null,volunter,null,1,0,4,null,NA,NA,"(1,30]",NA
16651,closed,nathansobo,employee,nathansobo,employee,0,2,0,0,0,NA,NA,NA,NA
10089,closed,maxbrunsfeld,employee,joshaber,employee,57,2,791,57,791,"(30,180]","(365,Inf]","(30,180]","(365,Inf]"
10059,closed,lee-dohm,employee,stale[bot],bot,637,3,836,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
10058,closed,lee-dohm,employee,lee-dohm,employee,623,7,836,0,213,"(365,Inf]","(365,Inf]",NA,"(180,365]"
9974,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,66,4,857,0,791,"(30,180]","(365,Inf]",NA,"(365,Inf]"
9840,closed,lee-dohm,employee,stale[bot],bot,656,1,0,854,198,"(365,Inf]",NA,"(365,Inf]","(180,365]"
9820,closed,lee-dohm,employee,stale[bot],bot,657,3,847,8,198,"(365,Inf]","(365,Inf]","(1,30]","(180,365]"
9819,closed,as-cii,employee,as-cii,employee,50,6,871,0,821,"(30,180]","(365,Inf]",NA,"(365,Inf]"
9795,closed,izuzak,employee,stale[bot],bot,658,1,0,856,198,"(365,Inf]",NA,"(365,Inf]","(180,365]"
9682,closed,nathansobo,employee,stale[bot],bot,663,9,861,1,198,"(365,Inf]","(365,Inf]","(0,1]","(180,365]"
9628,closed,izuzak,employee,nathansobo,employee,2,8,2,0,0,"(1,30]","(1,30]",NA,NA
9572,closed,as-cii,employee,as-cii,employee,397,6,868,3,474,"(365,Inf]","(365,Inf]","(1,30]","(365,Inf]"
9518,closed,simurai,employee,thedaniel,volunter,6,1,0,0,5,"(1,30]",NA,NA,"(1,30]"
9499,closed,lee-dohm,employee,lee-dohm,employee,659,6,871,0,213,"(365,Inf]","(365,Inf]",NA,"(180,365]"
9498,closed,lee-dohm,employee,lee-dohm,employee,659,4,871,0,213,"(365,Inf]","(365,Inf]",NA,"(180,365]"
9382,closed,as-cii,employee,nathansobo,employee,0,0,null,null,null,NA,NA,NA,NA
9361,open,jasonrudolph,employee,null,volunter,null,6,644,24,null,NA,"(365,Inf]","(1,30]",NA
9308,closed,lee-dohm,employee,lee-dohm,employee,672,3,213,672,213,"(365,Inf]","(180,365]","(365,Inf]","(180,365]"
9267,closed,jglovier,employee,mnquintana,volunter,0,6,0,0,0,NA,NA,NA,NA
9233,closed,izuzak,employee,nathansobo,employee,0,3,0,0,0,NA,NA,NA,NA
9217,closed,nathansobo,employee,nathansobo,employee,0,2,0,0,0,NA,NA,NA,NA
9216,closed,nathansobo,employee,stale[bot],bot,694,6,892,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
9208,closed,nathansobo,employee,maxbrunsfeld,employee,680,14,893,0,213,"(365,Inf]","(365,Inf]",NA,"(180,365]"
9207,closed,nathansobo,employee,stale[bot],bot,694,1,0,893,198,"(365,Inf]",NA,"(365,Inf]","(180,365]"
16560,open,daviwil,employee,null,volunter,null,4,5,0,null,NA,"(1,30]",NA,NA
9175,closed,maxbrunsfeld,employee,50Wliu,volunter,397,9,900,0,503,"(365,Inf]","(365,Inf]",NA,"(365,Inf]"
9174,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,0,0,null,null,null,NA,NA,NA,NA
9137,closed,nathansobo,employee,nathansobo,employee,4,5,4,0,0,"(1,30]","(1,30]",NA,NA
9125,closed,technicalpickles,employee,benogle,volunter,0,4,0,0,0,NA,NA,NA,NA
9118,closed,izuzak,employee,zcbenz,employee,23,0,null,null,null,"(1,30]",NA,NA,NA
9078,open,as-cii,employee,null,volunter,null,5,625,6,null,NA,"(365,Inf]","(1,30]",NA
9050,closed,smashwilson,employee,kevinsawicki,employee,0,4,0,0,0,NA,NA,NA,NA
8939,closed,simurai,employee,benogle,volunter,129,8,932,1,804,"(30,180]","(365,Inf]","(0,1]","(365,Inf]"
16540,closed,jasonrudolph,employee,nathansobo,employee,5,1,0,5,0,"(1,30]",NA,"(1,30]",NA
16532,open,BinaryMuse,employee,null,volunter,null,5,118,0,null,NA,"(30,180]",NA,NA
8867,closed,izuzak,employee,stale[bot],bot,723,2,212,709,198,"(365,Inf]","(180,365]","(365,Inf]","(180,365]"
8795,closed,izuzak,employee,stale[bot],bot,728,5,927,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
8785,closed,izuzak,employee,maxbrunsfeld,employee,2,0,null,null,null,"(1,30]",NA,NA,NA
8758,closed,izuzak,employee,maxbrunsfeld,employee,4,0,null,null,null,"(1,30]",NA,NA,NA
8673,closed,lee-dohm,employee,benogle,volunter,34,3,0,34,0,"(30,180]",NA,"(30,180]",NA
16520,open,BinaryMuse,employee,null,volunter,null,0,null,null,null,NA,NA,NA,NA
16519,closed,nathansobo,employee,maxbrunsfeld,employee,16,1,0,16,0,"(1,30]",NA,"(1,30]",NA
16517,closed,as-cii,employee,maxbrunsfeld,employee,0,0,null,null,null,NA,NA,NA,NA
16516,closed,jasonrudolph,employee,as-cii,employee,0,1,0,0,0,NA,NA,NA,NA
16514,open,rsese,employee,null,volunter,null,0,null,null,null,NA,NA,NA,NA
16503,open,simurai,employee,null,volunter,null,2,16,0,null,NA,"(1,30]",NA,NA
16501,closed,rsese,employee,maxbrunsfeld,employee,12,0,null,null,null,"(1,30]",NA,NA,NA
16499,open,daviwil,employee,null,volunter,null,3,28,0,null,NA,"(1,30]",NA,NA
16498,open,daviwil,employee,null,volunter,null,12,65,0,null,NA,"(30,180]",NA,NA
8565,closed,izuzak,employee,stale[bot],bot,745,4,943,0,199,"(365,Inf]","(365,Inf]",NA,"(180,365]"
8501,closed,nathansobo,employee,stale[bot],bot,744,2,218,730,204,"(365,Inf]","(180,365]","(365,Inf]","(180,365]"
8416,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,4,17,970,0,965,"(1,30]","(365,Inf]",NA,"(365,Inf]"
8404,closed,maxbrunsfeld,employee,stale[bot],bot,745,3,956,0,211,"(365,Inf]","(365,Inf]",NA,"(180,365]"
8369,closed,izuzak,employee,nathansobo,employee,19,19,19,0,0,"(1,30]","(1,30]",NA,NA
8314,closed,simurai,employee,simurai,employee,451,18,967,0,516,"(365,Inf]","(365,Inf]",NA,"(365,Inf]"
8114,closed,as-cii,employee,stale[bot],bot,763,3,232,744,213,"(365,Inf]","(180,365]","(365,Inf]","(180,365]"
8012,closed,izuzak,employee,kevinsawicki,employee,6,0,null,null,null,"(1,30]",NA,NA,NA
7904,closed,simurai,employee,nathansobo,employee,8,5,0,0,7,"(1,30]",NA,NA,"(1,30]"
7740,closed,kevinsawicki,employee,stale[bot],bot,798,7,997,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
16364,closed,rsese,employee,as-cii,employee,28,1,0,7,21,"(1,30]",NA,"(1,30]","(1,30]"
7337,closed,as-cii,employee,maxbrunsfeld,employee,0,2,0,0,0,NA,NA,NA,NA
7183,closed,izuzak,employee,maxbrunsfeld,employee,0,2,0,0,0,NA,NA,NA,NA
7146,closed,lee-dohm,employee,kevinsawicki,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
16333,closed,jasonrudolph,employee,jasonrudolph,employee,0,1,0,0,0,NA,NA,NA,NA
7082,open,nathansobo,employee,null,volunter,null,8,735,0,null,NA,"(365,Inf]",NA,NA
6989,closed,jnunemaker,employee,lee-dohm,employee,0,1,0,0,0,NA,NA,NA,NA
6969,closed,izuzak,employee,maxbrunsfeld,employee,2,2,0,0,1,"(1,30]",NA,NA,"(0,1]"
6968,closed,izuzak,employee,maxbrunsfeld,employee,0,2,0,0,0,NA,NA,NA,NA
6945,closed,Caged,employee,50Wliu,volunter,563,16,1044,0,481,"(365,Inf]","(365,Inf]",NA,"(365,Inf]"
6885,closed,izuzak,employee,izuzak,employee,0,5,0,0,0,NA,NA,NA,NA
6817,closed,lee-dohm,employee,stale[bot],bot,850,6,1044,4,198,"(365,Inf]","(365,Inf]","(1,30]","(180,365]"
6786,closed,benbalter,employee,50Wliu,volunter,0,1,0,0,0,NA,NA,NA,NA
6692,closed,maxbrunsfeld,employee,benogle,volunter,265,8,1069,5,809,"(180,365]","(365,Inf]","(1,30]","(365,Inf]"
6564,closed,lee-dohm,employee,lee-dohm,employee,741,3,327,741,327,"(365,Inf]","(180,365]","(365,Inf]","(180,365]"
6562,closed,nathansobo,employee,maxbrunsfeld,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
6561,closed,lee-dohm,employee,lee-dohm,employee,0,8,0,0,0,NA,NA,NA,NA
6545,closed,lee-dohm,employee,nathansobo,employee,0,8,0,0,0,NA,NA,NA,NA
6495,closed,lukehefson,employee,lee-dohm,employee,747,5,1074,0,326,"(365,Inf]","(365,Inf]",NA,"(180,365]"
6436,closed,izuzak,employee,zcbenz,employee,4,3,3,1,0,"(1,30]","(1,30]","(0,1]",NA
6430,closed,nathansobo,employee,thomasjo,volunter,0,2,0,0,0,NA,NA,NA,NA
6396,closed,maxbrunsfeld,employee,stale[bot],bot,785,5,1080,0,296,"(365,Inf]","(365,Inf]",NA,"(180,365]"
6274,closed,kevinsawicki,employee,kevinsawicki,employee,8,4,3,0,5,"(1,30]","(1,30]",NA,"(1,30]"
6224,closed,lee-dohm,employee,kevinsawicki,employee,3,1,0,2,1,"(1,30]",NA,"(1,30]","(0,1]"
6223,closed,kevinsawicki,employee,nathansobo,employee,0,0,null,null,null,NA,NA,NA,NA
6222,closed,as-cii,employee,kevinsawicki,employee,14,3,2,0,11,"(1,30]","(1,30]",NA,"(1,30]"
6193,closed,kevinsawicki,employee,kevinsawicki,employee,0,1,0,0,0,NA,NA,NA,NA
6110,closed,kevinsawicki,employee,kevinsawicki,employee,7,7,76,0,69,"(1,30]","(30,180]",NA,"(30,180]"
6055,closed,nathansobo,employee,nathansobo,employee,201,16,155,45,0,"(180,365]","(30,180]","(30,180]",NA
5986,closed,nathansobo,employee,stale[bot],bot,911,35,1109,0,198,"(365,Inf]","(365,Inf]",NA,"(180,365]"
5982,closed,kevinsawicki,employee,mnquintana,volunter,78,2,0,78,0,"(30,180]",NA,"(30,180]",NA
5870,closed,kevinsawicki,employee,kevinsawicki,employee,49,0,null,null,null,"(30,180]",NA,NA,NA
5810,closed,lee-dohm,employee,stale[bot],bot,829,4,1125,0,296,"(365,Inf]","(365,Inf]",NA,"(180,365]"
5766,closed,izuzak,employee,stale[bot],bot,833,1,0,1129,296,"(365,Inf]",NA,"(365,Inf]","(180,365]"
5740,closed,izuzak,employee,50Wliu,volunter,807,3,324,807,324,"(365,Inf]","(180,365]","(365,Inf]","(180,365]"
5739,closed,izuzak,employee,nathansobo,employee,2,0,null,null,null,"(1,30]",NA,NA,NA
5738,closed,izuzak,employee,nathansobo,employee,6,0,null,null,null,"(1,30]",NA,NA,NA
5735,closed,simurai,employee,simurai,employee,5,6,5,0,0,"(1,30]","(1,30]",NA,NA
5728,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,974,59,974,0,0,"(365,Inf]","(365,Inf]",NA,NA
5721,closed,nathansobo,employee,nathansobo,employee,0,2,0,0,0,NA,NA,NA,NA
5716,closed,kevinsawicki,employee,nathansobo,employee,0,26,1130,0,1130,NA,"(365,Inf]",NA,"(365,Inf]"
5705,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,0,0,null,null,null,NA,NA,NA,NA
5703,closed,benbalter,employee,izuzak,employee,1,2,1,0,0,"(0,1]","(0,1]",NA,NA
5632,closed,izuzak,employee,stale[bot],bot,840,1,0,1136,296,"(365,Inf]",NA,"(365,Inf]","(180,365]"
5563,closed,nathansobo,employee,nathansobo,employee,2,1,0,2,0,"(1,30]",NA,"(1,30]",NA
5529,closed,nathansobo,employee,nathansobo,employee,0,1,0,0,0,NA,NA,NA,NA
5525,closed,kevinsawicki,employee,kevinsawicki,employee,7,0,null,null,null,"(1,30]",NA,NA,NA
5476,closed,simurai,employee,simurai,employee,819,4,1146,0,326,"(365,Inf]","(365,Inf]",NA,"(180,365]"
5454,closed,jonmagic,employee,jonmagic,employee,0,2,0,0,0,NA,NA,NA,NA
5427,closed,nathansobo,employee,nathansobo,employee,11,1,0,11,0,"(1,30]",NA,"(1,30]",NA
5355,closed,simurai,employee,stale[bot],bot,857,1,0,1153,296,"(365,Inf]",NA,"(365,Inf]","(180,365]"
16151,closed,nathansobo,employee,maxbrunsfeld,employee,77,5,76,0,0,"(30,180]","(30,180]",NA,NA
5225,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,0,1,0,0,0,NA,NA,NA,NA
5219,closed,kevinsawicki,employee,benogle,volunter,7,1,0,0,7,"(1,30]",NA,NA,"(1,30]"
5216,closed,lee-dohm,employee,benogle,volunter,4,1,0,4,0,"(1,30]",NA,"(1,30]",NA
5170,closed,nathansobo,employee,benogle,volunter,160,1,0,160,0,"(30,180]",NA,"(30,180]",NA
5169,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,0,1,0,0,0,NA,NA,NA,NA
5165,closed,nathansobo,employee,maxbrunsfeld,employee,13,25,6,0,6,"(1,30]","(1,30]",NA,"(1,30]"
5163,closed,nathansobo,employee,nathansobo,employee,47,8,51,0,4,"(30,180]","(30,180]",NA,"(1,30]"
5078,closed,simurai,employee,simurai,employee,845,3,327,845,326,"(365,Inf]","(180,365]","(365,Inf]","(180,365]"
5069,closed,nathansobo,employee,maxbrunsfeld,employee,0,1,0,0,0,NA,NA,NA,NA
5042,closed,nathansobo,employee,nathansobo,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
5020,closed,maxbrunsfeld,employee,benogle,volunter,0,2,0,0,0,NA,NA,NA,NA
5010,closed,nathansobo,employee,nathansobo,employee,2,0,null,null,null,"(1,30]",NA,NA,NA
16118,closed,kuychaco,employee,smashwilson,employee,6,6,186,0,180,"(1,30]","(180,365]",NA,"(30,180]"
16117,open,kuychaco,employee,null,volunter,null,1,0,8,null,NA,NA,"(1,30]",NA
16113,closed,jasonrudolph,employee,50Wliu,volunter,0,2,180,0,180,NA,"(30,180]",NA,"(30,180]"
16112,open,smashwilson,employee,null,volunter,null,1,0,0,null,NA,NA,NA,NA
4969,closed,lee-dohm,employee,kevinsawicki,employee,0,2,0,0,0,NA,NA,NA,NA
4968,closed,maxbrunsfeld,employee,nathansobo,employee,0,1,0,0,0,NA,NA,NA,NA
4961,closed,nathansobo,employee,50Wliu,volunter,928,5,1110,66,248,"(365,Inf]","(365,Inf]","(30,180]","(180,365]"
4954,closed,nathansobo,employee,stale[bot],bot,881,2,326,851,296,"(365,Inf]","(180,365]","(365,Inf]","(180,365]"
4940,closed,nathansobo,employee,stale[bot],bot,881,3,1078,100,296,"(365,Inf]","(365,Inf]","(30,180]","(180,365]"
4924,closed,kevinsawicki,employee,benogle,volunter,385,27,1184,0,799,"(365,Inf]","(365,Inf]",NA,"(365,Inf]"
4882,closed,kevinsawicki,employee,izuzak,employee,1,3,0,0,0,"(0,1]",NA,NA,NA
4870,closed,lee-dohm,employee,nathansobo,employee,0,5,0,0,0,NA,NA,NA,NA
4853,closed,nathansobo,employee,nathansobo,employee,1,0,null,null,null,"(0,1]",NA,NA,NA
4842,closed,lee-dohm,employee,as-cii,employee,451,7,1191,0,740,"(365,Inf]","(365,Inf]",NA,"(365,Inf]"
4769,closed,nathansobo,employee,50Wliu,volunter,865,4,1188,4,327,"(365,Inf]","(365,Inf]","(1,30]","(180,365]"
16079,open,maxbrunsfeld,employee,null,volunter,null,0,null,null,null,NA,NA,NA,NA
4664,closed,lee-dohm,employee,izuzak,employee,0,7,0,0,0,NA,NA,NA,NA
4646,closed,lee-dohm,employee,simurai,employee,0,2,0,0,0,NA,NA,NA,NA
4605,closed,nathansobo,employee,nathansobo,employee,23,1,0,23,0,"(1,30]",NA,"(1,30]",NA
4590,closed,lee-dohm,employee,simurai,employee,692,20,1208,0,516,"(365,Inf]","(365,Inf]",NA,"(365,Inf]"
4589,closed,nathansobo,employee,nathansobo,employee,24,0,null,null,null,"(1,30]",NA,NA,NA
4518,closed,nathansobo,employee,nathansobo,employee,19,2,19,0,0,"(1,30]","(1,30]",NA,NA
4438,closed,lee-dohm,employee,lee-dohm,employee,399,2,832,399,832,"(365,Inf]","(365,Inf]","(365,Inf]","(365,Inf]"
4437,closed,lee-dohm,employee,lee-dohm,employee,0,1,0,0,0,NA,NA,NA,NA
4420,closed,lee-dohm,employee,lee-dohm,employee,0,5,150,0,149,NA,"(30,180]",NA,"(30,180]"
4411,closed,nathansobo,employee,stale[bot],bot,916,1,0,1212,296,"(365,Inf]",NA,"(365,Inf]","(180,365]"
16077,closed,nathansobo,employee,nathansobo,employee,0,5,181,0,180,NA,"(180,365]",NA,"(30,180]"
16072,open,as-cii,employee,null,volunter,null,0,null,null,null,NA,NA,NA,NA
16068,open,nathansobo,employee,null,volunter,null,2,0,0,null,NA,NA,NA,NA
16059,closed,nathansobo,employee,nathansobo,employee,0,6,180,0,180,NA,"(30,180]",NA,"(30,180]"
4398,closed,Caged,employee,Caged,employee,207,1,0,207,0,"(180,365]",NA,"(180,365]",NA
4382,closed,kevinsawicki,employee,stale[bot],bot,919,1,0,1215,296,"(365,Inf]",NA,"(365,Inf]","(180,365]"
4381,closed,maxbrunsfeld,employee,nathansobo,employee,34,0,null,null,null,"(30,180]",NA,NA,NA
4363,closed,nathansobo,employee,nathansobo,employee,232,2,0,232,0,"(180,365]",NA,"(180,365]",NA
4344,closed,lee-dohm,employee,benogle,volunter,2,2,0,2,0,"(1,30]",NA,"(1,30]",NA
4284,closed,lee-dohm,employee,lee-dohm,employee,899,5,1226,0,327,"(365,Inf]","(365,Inf]",NA,"(180,365]"
4251,closed,nathansobo,employee,nathansobo,employee,40,0,null,null,null,"(30,180]",NA,NA,NA
4244,closed,kevinsawicki,employee,kevinsawicki,employee,19,107,286,0,266,"(1,30]","(180,365]",NA,"(180,365]"
4230,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,0,1,0,0,0,NA,NA,NA,NA
4204,closed,lee-dohm,employee,benogle,volunter,1,1,0,4,2,"(0,1]",NA,"(1,30]","(1,30]"
4190,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,304,3,187,117,0,"(180,365]","(180,365]","(30,180]",NA
4180,closed,kevinsawicki,employee,kevinsawicki,employee,4,1,0,0,4,"(1,30]",NA,NA,"(1,30]"
4177,closed,kevinsawicki,employee,benogle,volunter,67,6,67,0,0,"(30,180]","(30,180]",NA,NA
4151,closed,kevinsawicki,employee,benogle,volunter,0,0,null,null,null,NA,NA,NA,NA
4142,closed,maxbrunsfeld,employee,maxbrunsfeld,employee,0,2,0,0,0,NA,NA,NA,NA
4139,closed,nathansobo,employee,stale[bot],bot,941,1,0,1237,296,"(365,Inf]",NA,"(365,Inf]","(180,365]"
4136,closed,kevinsawicki,employee,benogle,volunter,0,5,0,0,0,NA,NA,NA,NA
4104,closed,kevinsawicki,employee,nathansobo,employee,2,6,0,2,0,"(1,30]",NA,"(1,30]",NA
4099,closed,kevinsawicki,employee,maxbrunsfeld,employee,68,1,0,0,68,"(30,180]",NA,NA,"(30,180]"
16046,closed,nathansobo,employee,nathansobo,employee,0,1,0,180,180,NA,NA,"(30,180]","(30,180]"
4097,closed,kevinsawicki,employee,kevinsawicki,employee,2,1,0,2,0,"(1,30]",NA,"(1,30]",NA
4094,closed,lee-dohm,employee,nathansobo,employee,2,2,0,2,0,"(1,30]",NA,"(1,30]",NA
4086,closed,nathansobo,employee,nathansobo,employee,7,0,null,null,null,"(1,30]",NA,NA,NA
