user, hash, date, site_admin
ttaylorr,b23cd068867a86fbb7b3e89f6642ddfde3049811,2017-12-13T19:06:01Z,true
ttaylorr,f9aae94c32a329cf0e39ed83d6efe1093225f1d5,2017-12-14T18:06:50Z,true
ttaylorr,aae78d8300e1c325a321528c56fb947b58fd61b3,2017-06-23T23:12:10Z,true
ttaylorr,fdbf3041f965275419cee6a93063f121d81a3596,2017-04-13T15:03:56Z,true
ttaylorr,f80e675774aaecb6cdc313a73def72d27275a301,2017-03-23T23:07:13Z,true
ttaylorr,6c771f85ad3148bd4c5e403159e5596977495112,2016-10-07T17:02:18Z,true
ttaylorr,05495b1f5674f6f692ecc4e13ed4619385da0420,2016-07-07T16:43:37Z,true
ttaylorr,20723dda4f8f996836056b880fb5d7062ada2fb0,2017-04-25T20:01:31Z,true
ttaylorr,cf409ac5f8a610c70985479bf097b161d75bc1c4,2016-12-12T17:30:15Z,true
ttaylorr,5fefe8840c6a5d6c0f913ca38a8bb9229519629a,2017-08-10T23:01:07Z,true
ttaylorr,72c0185826bb7168d832a56ee1529857367fa8dc,2017-08-30T16:46:36Z,true
ttaylorr,75fde77ddadab0795996d3284fa9cc55c356a47d,2017-07-06T17:43:18Z,true
ttaylorr,debd5ca465b807bd75e4d5c30ac1b59e16cf8c2e,2017-09-13T21:11:40Z,true
ttaylorr,432edfedbf04d3ec5aaccac01d30e1e1396ad7ed,2017-01-11T22:32:33Z,true
ttaylorr,75788eecf6fb8393bb5159318780fa6172d383cc,2016-12-23T18:14:07Z,true
ttaylorr,961456e88f831608b3c43342ea536d7ebd5e1e68,2017-04-17T17:28:55Z,true
ttaylorr,a1b19cc560176c88cd7a0be2d857dc2e38c175c2,2017-03-15T20:43:09Z,true
ttaylorr,49de92bcc32ecc96e269ddb4a0827ab326ba5c73,2017-12-15T02:07:26Z,true
ttaylorr,35f66354929e3ce971192c9d2d47dbc3d4558e22,2017-07-05T21:00:03Z,true
ttaylorr,cf8709c18615a8cc337a179e3002df727332de0e,2017-08-25T18:48:33Z,true
ttaylorr,9a17bd26d49c93ced23afff713aeb9cd49f1e14f,2017-04-17T20:36:21Z,true
ttaylorr,169db73e2f10acd10b9a558aadb5b1f5b54c4b75,2017-05-10T15:18:31Z,true
ttaylorr,838c54a79fc9899651d285a1e3910d26de3f1f1d,2017-04-27T20:35:57Z,true
ttaylorr,9c5fe6326a22b38014d44c0fc2f0a76bd7b12fcd,2017-12-02T01:28:31Z,true
ttaylorr,ac42f824306cae679db763d4dac68a0d5195d0e5,2017-02-17T00:38:15Z,true
ttaylorr,d1262e66a6f923c35bb86d5244acfa785ea38b8e,2017-06-19T20:14:40Z,true
ttaylorr,993fdc6f1e522e9bccbf809f770a85985307c3bc,2016-06-06T04:53:12Z,true
ttaylorr,da94a63a9d31efe2050faba6026e65d2de0988a5,2017-12-19T21:53:10Z,true
ttaylorr,d0028c6e03198db0c7af57f3e4aa62a392b90c60,2016-07-28T20:56:14Z,true
ttaylorr,d665f7d725150761fe3b196da2c2d4448f7d2c61,2017-11-16T16:38:45Z,true
ttaylorr,e907739f6a6cc272383e868b9a487425a9571758,2016-12-15T17:35:42Z,true
ttaylorr,9087f2511f7a9290158d056de9d8ee43719105fa,2016-12-27T18:27:29Z,true
ttaylorr,7e9700d9a7d9d540a8c0e8aef1d62e0d604b60ae,2017-05-04T17:21:15Z,true
ttaylorr,54a86992acacecad45b6cfd982eba5bc9825a371,2017-08-29T21:12:06Z,true
ttaylorr,1ad9861343278124a3a962ee1e3db304c6a21c3a,2017-12-19T23:31:39Z,true
ttaylorr,52b7f015f67becb10142f06328058b3dccc3416d,2016-08-04T20:41:04Z,true
ttaylorr,45e32b4282e157fe096c20c7efa1d2d96f3c185c,2017-02-18T20:22:49Z,true
ttaylorr,b2eac6ff62e3f398194ec750f02afcbb727793ce,2018-02-08T01:46:27Z,true
ttaylorr,5581c1b8058b90554cb263767104b401ba869f8b,2017-03-06T20:10:33Z,true
ttaylorr,1d729a065974bcb27bceaff5ef9ead911885ca08,2016-10-24T19:42:12Z,true
ttaylorr,212dd0f2b1af771c80ae1b6a4204fc85b16368e8,2016-11-22T18:17:38Z,true
ttaylorr,1654834630e974d845def98f46b0686a912dd359,2016-05-20T15:49:44Z,true
ttaylorr,faa3c2d80caa7598b67a06f7096a8b02fab4766a,2016-08-03T22:56:48Z,true
ttaylorr,6df0d95ed2bb7bb152d788b1a1ea22677827799f,2017-05-18T21:04:59Z,true
ttaylorr,295463b790b28b34f0a4d5b1fd5e5d93d61c2a01,2017-09-13T21:11:25Z,true
ttaylorr,6d5ef18381dac6d54d21b0b3ae2c7521f5e9293c,2017-07-31T17:47:13Z,true
ttaylorr,41fc3b0066d4092d49796bd01ad311b40e31a36d,2017-07-24T21:28:38Z,true
ttaylorr,e34f7b33e14451db947c3be628112c70618b8567,2016-07-05T19:46:32Z,true
ttaylorr,3b8359719b9d01c858befd91ea7b6cc730a3fdcc,2016-11-17T23:03:59Z,true
ttaylorr,a213908aa5b7641de9533f0886fb86ca39020562,2015-08-27T21:22:48Z,true
ttaylorr,4a6fd165470ba5bc156b0aa5a41cbed8fa29725f,2017-05-25T20:57:36Z,true
ttaylorr,0100df951f075b67d866cfa44a5e97454abb3514,2017-12-01T17:40:22Z,true
ttaylorr,5c8c8512a507025fbb80ace5653b1c38813b2de2,2017-09-14T15:42:19Z,true
ttaylorr,43ceb988b47a418a7c0efbb316479140c48066db,2017-06-02T22:32:24Z,true
ttaylorr,609cdd51aa1cf379a90206fb896eaae0565b4645,2017-12-19T19:13:28Z,true
ttaylorr,58f424f89ff105b336109821cd01d3b35e72ef81,2017-07-05T12:27:32Z,true
ttaylorr,34066887eb42ba5fbcce0efeabeb26335be9a468,2016-08-24T16:39:20Z,true
ttaylorr,0e1ded7683b96ac482e696eed579ec8417499742,2018-02-27T00:40:57Z,true
ttaylorr,c9ea1be47c3d5b3e7fbe85102b07ef79c1d1f778,2016-11-17T23:15:28Z,true
ttaylorr,8c30f31490fa768b10914ef9a99fd558dafbf621,2017-08-08T17:10:26Z,true
ttaylorr,bd2e1b27368745f4014a448c371fd72c658ef9d6,2017-06-10T01:09:54Z,true
ttaylorr,dc0b3c60ad01b456f8cfbce3d28523632ed01571,2017-04-05T14:58:21Z,true
ttaylorr,5e4016d8fe75e93f9351a1505bae9113098ee724,2017-04-05T19:59:52Z,true
ttaylorr,5b573e2592fcb02774afe0ee85efe02bc90f2210,2017-06-13T20:52:08Z,true
ttaylorr,d6af33d70e7c469506813cc70d35dfa2a2585a60,2017-06-05T21:31:02Z,true
ttaylorr,babb75609826ec1c0070a2795be4bffb01375c04,2017-06-19T20:29:36Z,true
ttaylorr,e7317855f5d485e9b044825ef9466983096b5fbe,2017-05-25T19:28:53Z,true
ttaylorr,d0452571ac2fe9d88ff065404bbeb470fb7c80ff,2017-06-16T16:46:18Z,true
ttaylorr,441f4836d0d118295a0ecacf3636b9d821518150,2017-06-13T20:02:43Z,true
ttaylorr,bf36df4146f7f2d4e13b1698f96d4f57cc55b31e,2017-05-09T20:49:03Z,true
ttaylorr,b635f030a6c7d438ad1215ae28cdc969ccbeafdd,2017-07-10T16:51:42Z,true
ttaylorr,ea60ea048d3845dcc7bd6b49342ee4b1787bf0c7,2016-07-05T23:38:54Z,true
ttaylorr,2a17ee5c7867ebc0a1443b60788f4ae34aee2651,2018-02-27T00:16:40Z,true
ttaylorr,dc353e932843189f114e1530053a7ee5e23b6f6d,2017-02-16T00:25:50Z,true
ttaylorr,aced46dfcebb365c961337f5cc5f435d95ee1111,2017-12-18T19:26:57Z,true
ttaylorr,ddf51c76acd6067d3cf6610c990814c16384d924,2016-11-09T00:50:52Z,true
ttaylorr,9d608d31daf14818be59193b3e20c71dc37568b5,2017-05-26T20:55:56Z,true
ttaylorr,1408c855c980cb3aa60ff41c0dd46853ec5ae846,2016-09-20T19:28:35Z,true
ttaylorr,c22c48bb6471499f57ffbbe5dbfbaa6c1a1e9e35,2017-02-17T01:54:18Z,true
ttaylorr,11b8d1ff91e349b8e7537ca4fde35cc8fe1bdf0e,2017-06-09T23:33:18Z,true
ttaylorr,8888cd8183c8fc2d439a83af71df0b1c94ff3fef,2017-09-07T02:50:19Z,true
ttaylorr,ca31ac073abe9a133afc368692dbe30214687345,2017-06-14T17:38:15Z,true
ttaylorr,5ddb888574e232aad54b1013e367f5da742b6efa,2017-05-12T17:01:23Z,true
ttaylorr,a101e13cec7627c5b1e17639300b13c56d86a07b,2017-07-11T16:40:01Z,true
ttaylorr,ab4afc5945f68db93dd904cee8f5d93ceed5ab57,2017-07-06T17:43:48Z,true
ttaylorr,f73fd2344f7eb911e3c711a0698b309a606e6b2d,2016-11-08T17:19:23Z,true
ttaylorr,b65b905da19fe8f61f4cdafa28698df584694e06,2017-04-27T16:32:17Z,true
ttaylorr,06b4c1463df60e4c480ff6d9c14fd81fcada3c17,2016-09-27T23:15:40Z,true
ttaylorr,60fdde31a4c1ac2d603ae876befac772b0695b00,2017-03-27T15:48:09Z,true
ttaylorr,8e24924fbb3120bee3c952ce6e7d7f807b1e9a73,2017-04-07T14:55:45Z,true
ttaylorr,72c15d28265a90fd81a15eb34878ae2f54c23f6e,2017-08-15T15:47:00Z,true
ttaylorr,f09e5d41ee2a1be5980efeae4ab829482a60739b,2017-01-13T23:22:49Z,true
ttaylorr,5a03b05321a127070c1100bf8efc4691de0c7741,2016-11-18T18:21:09Z,true
ttaylorr,dba2821b4605b5e23c25d0dbaded99c43083aeba,2016-11-03T16:47:57Z,true
ttaylorr,1771b6c853ef0f004cdfd75ad0b5f9ff6985eae7,2017-04-27T21:07:41Z,true
ttaylorr,258032afb3605f79f98239a118a9f1e9231a3a74,2017-04-24T01:17:01Z,true
ttaylorr,40e833d625c4d01388711b26fdc92ddf9b7a218b,2017-06-15T20:33:34Z,true
ttaylorr,efe3b16ccd0b1cfec4c645f7eb6aabc8f842a5a8,2016-12-27T22:22:18Z,true
ttaylorr,547749dd3ad466f937916d911d0eab73f9fca3b2,2017-06-09T23:40:42Z,true
ttaylorr,09c3438b4cbb857b6056a33a9de0790d888f6af2,2016-06-03T21:00:11Z,true
ttaylorr,948871a5016d51842bcd57cf0fa09c44b63342cf,2016-11-08T02:38:31Z,true
ttaylorr,fc62f341832532504bc29da9e9f9ae82ed8e7e2a,2017-07-06T18:59:20Z,true
ttaylorr,db0c9196e3f14fbefd91d97d7acc989514626acd,2016-10-12T22:17:16Z,true
ttaylorr,eb6c4a3eb6d2174d9c0f4534a37ffb517e9ae69e,2016-10-14T20:56:56Z,true
ttaylorr,fd5b360ecbc108f1f34da8e1f8bec5face3532be,2017-12-14T17:28:44Z,true
ttaylorr,926d4a7e0111ff352ca1824851935ebb3d6d20e9,2016-10-28T20:57:43Z,true
ttaylorr,c5de28575e2e6b0b2b8fea9a7129ab47433e2ddc,2016-08-17T22:54:59Z,true
ttaylorr,1dc2b4730fd14dffc12e12f17fa91ca6ca88e0e3,2017-04-27T16:31:20Z,true
ttaylorr,e56d63064ce4c7e2d8899b2ccc5fc8185a3df663,2015-09-02T18:57:09Z,true
ttaylorr,75d7f1e2c27cec185b7174213a9bfbe31e79dd60,2018-05-02T20:47:35Z,true
ttaylorr,cd220894feaca25f61c468d573c4401441323100,2017-08-30T16:03:41Z,true
ttaylorr,b75ac1d6728bb6f78f8da7035391c0bfaeae66d1,2016-07-05T14:25:23Z,true
ttaylorr,36a39b64bd66bb901c5be1d87f5c2eaf5305bbb4,2017-06-19T20:19:19Z,true
ttaylorr,a1dcde954364836e5fc697b6eb14e3c8f8301e5a,2017-04-10T17:30:35Z,true
ttaylorr,41196b9f4f0ab60fb2dfc71e20e0d3012309e589,2018-03-19T13:53:54Z,true
ttaylorr,23bef9286331eadc8e87a314113fed30304e1e20,2017-11-16T16:36:04Z,true
ttaylorr,d2f1802ecc14207cba59c04716570990919119c6,2017-06-07T21:35:12Z,true
ttaylorr,712769b37c610a88fae6a3ed104120c998b1ac77,2018-04-05T19:17:37Z,true
ttaylorr,a98f6a99be49c160730f80b12cb4c8717f1f90a7,2017-12-05T01:29:12Z,true
ttaylorr,94fc09e94db3b7c3ee34aa6b8f116acb5423781a,2016-06-27T16:20:09Z,true
ttaylorr,e88b8f490b40916aa6a090c526e270b38223ba9a,2017-04-06T16:15:42Z,true
ttaylorr,7aeeec245c69984279fe2531b077e41e2d00ad74,2017-08-30T16:03:58Z,true
ttaylorr,5703b808220103063ededf5c6149c93201be9e07,2017-09-15T16:22:21Z,true
ttaylorr,edbbe1be6abcdbf3ffdfa9dabd82c57945f11661,2017-06-19T20:19:39Z,true
ttaylorr,7849ff3cad42e62341f91757a12f2447aecab81b,2016-05-20T15:16:20Z,true
ttaylorr,d4f39aef4ca3c4f66b4840bad41911471fc1be47,2017-11-22T22:25:38Z,true
ttaylorr,38417f3d974fa18e297a718f72d95cd9c9e063ff,2017-05-19T16:18:15Z,true
ttaylorr,23fb84ef13aacdc2efc3b9de079813c14f6838e9,2017-04-17T21:29:23Z,true
ttaylorr,a73a3c67a8da0749bdb82a852c2d6ecd62d04d1f,2016-12-15T20:20:41Z,true
ttaylorr,71b60d1b35194f9569bd00bedcb52bc31066ef5f,2017-11-28T03:31:32Z,true
ttaylorr,1aab1d24df2ed5b1680d8178434fe43b45723e08,2018-03-19T17:30:45Z,true
ttaylorr,17f9ead05c0cf3fa81f3d5bbf55a7121b11359bb,2016-10-26T21:39:35Z,true
ttaylorr,a5c4e377815b19070d5dcd4c7b30c0d59641116b,2017-04-07T18:02:41Z,true
ttaylorr,3b9b0f2b7f9509b9bfbcc79bb2b44a9ac43d249c,2015-08-31T00:13:19Z,true
ttaylorr,b61a8d4524a625b506638f806edeeae6ca9ab187,2017-03-24T17:00:33Z,true
ttaylorr,e603e0fa33bb65a912c397f917047ef9b19df323,2017-06-09T20:40:24Z,true
ttaylorr,5e18bf73ce3e573556214e0a532a283005280d04,2016-07-01T19:46:04Z,true
ttaylorr,f72ca89f22e59a58b2b7e52329c9d5a01e2cdc21,2017-07-31T18:53:04Z,true
ttaylorr,c4d5f49515cbc62fdb11fda9871ac78dff8eed9b,2017-12-19T23:59:06Z,true
ttaylorr,3147b5783a4c4834bd92765b1d31cbfa67338210,2016-11-03T00:23:59Z,true
ttaylorr,b244dd415773579ae97044fc1df874644e73f03e,2017-04-17T21:19:15Z,true
ttaylorr,6ffdf79aba0df7bc4b681b281fecbb61fb22f765,2017-08-14T20:23:30Z,true
ttaylorr,ef2b4d484574d9af83754938446d2f8093a2de56,2017-08-11T18:32:40Z,true
ttaylorr,8f6d448428c4bff987d3faa3c8c95765cc2345d1,2018-03-19T14:40:18Z,true
ttaylorr,bd06ae8aadda6a443a2d01165385531eb4fd8438,2017-09-07T20:38:19Z,true
ttaylorr,32e490cdae78fbed1054d3f441e08f0670abb48f,2017-02-21T21:07:08Z,true
ttaylorr,480ec1b476f99f87a3fec23e711d85b820c1a0d3,2016-11-10T18:37:59Z,true
ttaylorr,fd837f452624c9f5af33a763d2dc79984ae42753,2017-06-07T17:42:58Z,true
ttaylorr,9dee264acb2f59c9e6cfe4d9fcb7ef313e2251e3,2017-06-05T18:25:05Z,true
ttaylorr,59eda37833f350a4a8215bfe5a6992a29c66a552,2016-09-12T21:02:52Z,true
ttaylorr,3bc685003e038c3cda3bdfe1fe5f1096dfd7af27,2017-08-29T18:22:39Z,true
ttaylorr,19c34c74c25dfe9a3ba5cdfa60946cdf852f5807,2017-05-15T22:13:21Z,true
ttaylorr,4a41bf16cdf1f8969a202dd75fc49fd48939e026,2015-08-27T20:33:29Z,true
ttaylorr,43ec8e9a0d44ab04b4352d8376a2eb42d9f3a55b,2017-04-25T19:00:55Z,true
ttaylorr,36d4f17785e427082b9024eca51f1fd1dbc3c9c1,2017-04-17T20:48:36Z,true
ttaylorr,faa0f0686080a3f3d4097487eedb023e2bb7b488,2017-01-12T17:19:10Z,true
ttaylorr,2188c26219a5eaf1f3e9662a263f3553bcffc19f,2016-11-09T01:46:32Z,true
ttaylorr,ef5037021a6b5ab359b3d8d11c99fd244377cd63,2017-09-05T21:02:01Z,true
ttaylorr,589f04dd9f7a4f07961824cc4a74f6b22c7cfaae,2017-03-23T16:54:52Z,true
ttaylorr,5f36a03d2674612dd2ccbaa06ce810091ceda4f9,2016-07-05T17:24:46Z,true
ttaylorr,7fea47da4cefa2383a8cea12f45db0dc315912dc,2016-06-23T19:46:24Z,true
ttaylorr,31e5ed01c8f5591e6f3c889eaa77af57de45482f,2016-06-03T23:27:44Z,true
ttaylorr,ef576f0fa69f7d397b442f50f396f88f2fa4de50,2017-06-14T22:10:42Z,true
ttaylorr,6659830f35f43dcf7dd42c6ce39ce24810ae39c3,2017-01-13T19:53:29Z,true
ttaylorr,777d8f45ceba9f268e405aa92c003b3728409a73,2017-05-30T20:47:17Z,true
ttaylorr,481c6beeb35b161d9a62e99ed162d5d4b3496b34,2017-06-13T22:05:34Z,true
ttaylorr,2723b95b537c4fbd4cd1cdae4d6568dac1604b4f,2017-03-29T21:39:23Z,true
ttaylorr,fcc1522bed9902a517e989b981edaaea0f0abf4a,2017-11-16T16:31:30Z,true
ttaylorr,e0817022287be656b4509f1b348c997daa27900c,2017-07-05T15:11:34Z,true
ttaylorr,fa407e99a194b5cd961e748f8899b25c8af609b4,2016-06-03T21:05:55Z,true
ttaylorr,ca61a201516c005db63d06a290f99b98e66e1752,2017-07-05T16:29:50Z,true
ttaylorr,f04650163ccc6057c659e1c216e76153d56c660c,2018-04-12T18:45:40Z,true
ttaylorr,ae76e721e3d4314f511fbea3a23eef4d05349f6f,2017-06-13T23:36:31Z,true
ttaylorr,8f850dd5d2c5bade7e6eb73f28ca9544298587d1,2017-02-22T18:39:31Z,true
ttaylorr,aa21a3d0c4b48159be02bad04f021f473ede8232,2016-12-28T18:49:01Z,true
ttaylorr,9c116739a88e875777c7612f3f5eb40ffe2e1a8e,2017-06-06T20:09:25Z,true
ttaylorr,3cd3a417cbc5c527446e1a85cad5d5f1715dc288,2017-02-21T21:23:29Z,true
ttaylorr,4fb173984da78e594043ab43c71d436b65ee6cf1,2017-05-25T21:04:18Z,true
ttaylorr,b5e35c96490f5b91941f7a1150282bfec921d863,2017-05-16T21:24:18Z,true
ttaylorr,fc1faca25aa1942aef8902bd6f1b1790ca6fdfed,2017-06-16T16:39:17Z,true
ttaylorr,0fdc71db4e5063bd7f96d7d379c608eebabde690,2017-08-10T22:30:42Z,true
ttaylorr,1f443d0818ab152b3c50b8c0a547681e9d714c6c,2017-06-12T21:22:49Z,true
ttaylorr,0eed0c65c19d3d6f93d8ab9d55dcb86bcee08b02,2017-08-30T16:54:26Z,true
ttaylorr,1c593d8ab875465c40d06c1508caf7b1e58f9df6,2016-11-10T22:25:28Z,true
ttaylorr,7978727409b6044886275c8a32b485c2068b973d,2016-10-14T21:58:12Z,true
ttaylorr,81e525cd862edb19aedb353b8b548523d6722402,2016-07-05T22:05:58Z,true
ttaylorr,4942644d0d3f921d9aba02d6ef14e468165ff1f3,2017-08-08T02:49:16Z,true
ttaylorr,4acff49aea7253413a4382f8d7507324eadb1c59,2017-02-16T21:49:32Z,true
ttaylorr,1c9f6ecac9ad99c915b33ae36fb520a822b3b869,2016-11-17T22:46:10Z,true
ttaylorr,8798f22fecdaeb12077a9d8865d3c5a44202ff12,2016-05-17T15:21:07Z,true
ttaylorr,8355d6c24f55212f8fba2dc34ad34b3e0894e2c5,2018-04-12T23:07:15Z,true
ttaylorr,77768aadc86739edcbfd1e750a79cb66d83927b2,2017-06-26T15:25:32Z,true
ttaylorr,1229ff88a3a15690a78b2b9e73a3f69961932fb8,2017-04-15T16:42:00Z,true
ttaylorr,ee9701171c152b194cdef0b4c0accba34ca43484,2016-05-26T19:54:58Z,true
ttaylorr,bdcc4d74c2f186c01ee639d1f5e68bf9ec51b254,2017-05-22T19:26:09Z,true
ttaylorr,748378b8aae7928869342e73580c78e97a36d859,2017-06-02T22:31:00Z,true
ttaylorr,c8d5320743149abbba3e474a11befc76efa7ab57,2016-08-02T15:37:08Z,true
ttaylorr,94b2d0da9913833b7ce9f3083cacd22c2ff403ba,2016-12-14T21:54:31Z,true
ttaylorr,7eee4366a6df24923f7acf1bff13d850023ab8b2,2017-03-16T18:07:01Z,true
ttaylorr,30b7f7d2e57d392283d331b5b6e09ecb4d8dc277,2017-06-02T22:27:20Z,true
ttaylorr,43276ee83790f95fd292c38484dd764582c8def3,2017-03-22T20:01:04Z,true
ttaylorr,e431e5f2d07b1679c3df6adc4367aa1cc118320e,2017-02-16T00:24:22Z,true
ttaylorr,77ccd039774c717a2f598636384095064554194d,2016-06-02T21:50:13Z,true
ttaylorr,14055fcc648f226df67dbda59c3fe26e39d4d390,2016-08-16T05:23:55Z,true
ttaylorr,695ae2160077caade51e4c7e1ee702d5b77a3593,2017-07-05T12:27:12Z,true
ttaylorr,44ac3a9b3a7a7f532dac6163f21fbb4aae2537e5,2016-05-25T19:31:12Z,true
ttaylorr,5866dd172e49208a535b3246a0ea78d65eb9ea90,2016-11-07T21:08:19Z,true
ttaylorr,ed34149069d6db816c38f5987e9b1d013ef9db92,2017-09-13T21:11:07Z,true
ttaylorr,9e23f73c3cb346a9424961569340453bc6a25121,2016-08-12T20:02:08Z,true
ttaylorr,e0c66cbbd1001aef9854e4f220e5b7dd4abc33d6,2017-12-11T23:22:23Z,true
ttaylorr,e7b0bd3eb787c6a97158846f7c143ac036fdf343,2017-08-03T19:51:39Z,true
ttaylorr,83f4cb1411802568b2a8e5afa6882196c133344c,2017-07-24T17:02:14Z,true
ttaylorr,59d7f38f834b57f1cbbf9a667c0444745778f1b1,2017-06-20T23:26:01Z,true
ttaylorr,f9c1513d44a550bcbe3a2ebffce951c791b793d8,2018-04-18T21:46:50Z,true
ttaylorr,cb73a1900d2758cff78ad1fe490cb6fad024de6f,2016-07-14T16:43:20Z,true
