id, state, user_opened, employee_open, user_closed, employee_closed, days_opened, number_of_comments, days_between_first_and_last_comment, days_first_comment_after_creation, days_last_comment_before_closed
17075,closed,PhotonSphere,volunter,lee-dohm,employee,0,1,0,0,0
17074,open,iainrosen,volunter,null,volunter,null,8,8,0,null
17073,closed,rshrimp,volunter,Arcanemagus,volunter,0,1,0,0,0
14346,open,mikecousins,volunter,null,volunter,null,11,357,0,null
14345,closed,Nokel81,volunter,rsese,employee,0,4,333,0,333
14344,closed,EsoterikStare,volunter,50Wliu,volunter,0,3,333,0,333
14343,closed,anriseth,volunter,anriseth,volunter,1,8,330,0,328
14342,closed,hatehatersclub,volunter,Ben3eeE,volunter,0,3,333,0,333
14341,closed,hatehatersclub,volunter,Ben3eeE,volunter,0,2,333,0,333
14340,closed,mithilarun,volunter,rsese,employee,0,2,334,0,334
14338,closed,t9md,volunter,maxbrunsfeld,employee,9,4,334,0,325
14337,closed,jgebhardt,volunter,Ben3eeE,volunter,0,3,334,0,334
14336,closed,casserni,volunter,50Wliu,volunter,0,2,334,0,334
14335,closed,marclundgren,volunter,marclundgren,volunter,0,3,335,0,335
14334,closed,nsleejian,volunter,50Wliu,volunter,0,2,335,0,335
14333,closed,lgw666,volunter,rsese,employee,0,2,335,0,335
14332,closed,paddotk,volunter,rsese,employee,0,4,335,0,335
14329,closed,xmonader,volunter,50Wliu,volunter,0,2,336,0,336
14328,closed,gaoshijun1993,volunter,50Wliu,volunter,0,2,336,0,336
14327,closed,AnthonyWC,volunter,50Wliu,volunter,87,8,333,2,248
14326,closed,RDiotallevi,volunter,50Wliu,volunter,0,2,337,0,337
14325,open,weijarz,volunter,null,volunter,null,1,0,2,null
14323,closed,gmgurnett,volunter,50Wliu,volunter,0,2,338,0,338
14322,closed,maxKimoby,volunter,lee-dohm,employee,0,2,338,0,338
14321,closed,sshnaidm,volunter,50Wliu,volunter,0,2,338,0,338
14319,closed,TevinLi,volunter,50Wliu,volunter,0,2,338,0,338
14318,closed,mtimofiiv,volunter,50Wliu,volunter,0,2,338,0,338
14317,closed,Tectract,volunter,lee-dohm,employee,0,3,338,0,338
14316,closed,vsteve,volunter,rsese,employee,0,2,339,0,339
14315,closed,ryanmaneo,volunter,rsese,employee,4,14,339,0,334
14314,closed,Encr1pt3d,volunter,rsese,employee,0,2,339,0,339
14312,closed,KZhou-ZJU,volunter,rsese,employee,60,9,338,0,278
14311,closed,susisu,volunter,Arcanemagus,volunter,365,3,0,365,0
14310,closed,cholf,volunter,rsese,employee,0,2,340,0,340
14308,closed,codekip,volunter,rsese,employee,0,2,340,0,340
14307,closed,ryanmaneo,volunter,rsese,employee,0,4,340,0,340
14306,closed,WanderingKazuma,volunter,rsese,employee,0,6,340,0,339
14305,closed,adamreisnz,volunter,rsese,employee,0,16,339,0,339
14304,closed,moenka,volunter,rsese,employee,0,2,340,0,340
14303,open,phyllisstein,volunter,null,volunter,null,6,206,0,null
14301,open,RequiemGhost,volunter,null,volunter,null,9,272,0,null
14300,closed,Arcanemagus,volunter,lee-dohm,employee,371,2,5,365,0
14299,closed,repo2kanagaraj,volunter,50Wliu,volunter,0,3,341,0,341
14298,open,as-cii,employee,null,volunter,null,1,0,365,null
14297,closed,hg42,volunter,stale[bot],bot,379,1,0,365,14
14296,closed,ZSSchulze,volunter,rsese,employee,0,2,341,0,341
14295,closed,ericsonluciano,volunter,50Wliu,volunter,0,2,341,0,341
14294,closed,joncalhoun,volunter,rsese,employee,0,5,341,0,341
14292,closed,jpca999,volunter,rsese,employee,0,2,342,0,342
14291,closed,ddavison,volunter,rsese,employee,0,2,342,0,342
14290,closed,duble0,volunter,lee-dohm,employee,0,2,342,0,342
14289,closed,ZebraFlesh,volunter,ZebraFlesh,volunter,0,3,342,0,342
14288,closed,saifazmi,volunter,rsese,employee,0,2,342,0,342
14286,closed,mpkh,volunter,thomasjo,volunter,0,5,342,0,342
14285,closed,an15m,volunter,Ben3eeE,volunter,0,2,342,0,342
14284,closed,trikyas,volunter,trikyas,volunter,0,3,343,0,343
14283,open,hg42,volunter,null,volunter,null,22,388,0,null
14282,closed,jpca999,volunter,50Wliu,volunter,0,2,343,0,343
14281,closed,jpca999,volunter,50Wliu,volunter,0,5,344,0,343
14280,closed,jpca999,volunter,50Wliu,volunter,0,4,344,0,344
14279,closed,dgsimone15,volunter,lee-dohm,employee,2,12,342,2,342
14278,closed,minjurul,volunter,50Wliu,volunter,0,2,344,0,344
14277,closed,steakknife,volunter,stale[bot],bot,390,4,373,2,14
14275,closed,alex,volunter,rsese,employee,0,3,345,0,345
14274,closed,Yajo,volunter,50Wliu,volunter,0,3,345,0,345
14273,open,bronson,volunter,null,volunter,null,11,327,5,null
14272,closed,atz,volunter,rsese,employee,3,2,342,3,342
14270,closed,GeorgeWL,volunter,rsese,employee,0,2,345,0,345
14268,closed,hailedangGT,volunter,hailedangGT,volunter,0,4,346,0,346
14267,closed,YannBrrd,volunter,50Wliu,volunter,0,2,346,0,346
14266,closed,johny-mnemonic,volunter,stale[bot],bot,379,1,0,365,14
14265,open,FezVrasta,volunter,null,volunter,null,18,291,0,null
14264,closed,shanept,volunter,damieng,volunter,27,15,344,0,317
14263,closed,1st1,volunter,50Wliu,volunter,0,4,347,0,347
14260,closed,ClockworkSquirrel,volunter,rsese,employee,47,13,344,0,297
14259,closed,roobinmason,volunter,thomasjo,volunter,0,2,347,0,347
14258,closed,ryanerwin,volunter,damieng,volunter,6,10,347,0,341
14257,closed,henning,volunter,stale[bot],bot,380,8,365,0,14
14256,open,levani,volunter,null,volunter,null,3,1,0,null
14255,closed,fyeeme,volunter,Ben3eeE,volunter,0,2,347,0,347
14253,closed,mediabeastnz,volunter,rsese,employee,0,3,348,0,348
14252,closed,ungb,volunter,as-cii,employee,15,3,347,0,332
14251,closed,iamvyacheslav,volunter,50Wliu,volunter,0,2,348,0,348
14248,closed,corysimmons,volunter,50Wliu,volunter,0,3,348,0,348
14246,closed,eltian,volunter,50Wliu,volunter,0,2,348,0,348
14245,closed,tatsujb,volunter,thomasjo,volunter,0,2,348,0,348
14244,closed,shanept,volunter,50Wliu,volunter,0,1,0,348,348
14242,open,jeffswt,volunter,null,volunter,null,6,0,0,null
14241,closed,ooJerryLeeoo,volunter,ooJerryLeeoo,volunter,96,1,0,347,250
14240,open,enrique2210,volunter,ungb,volunter,null,22,247,0,null
14238,closed,GustavoDinizMonteiro,volunter,rsese,employee,0,3,349,0,349
14237,closed,noe132,volunter,nathansobo,employee,122,18,347,0,225
14236,closed,ungb,volunter,50Wliu,volunter,0,2,349,0,349
14235,closed,tatsujb,volunter,rsese,employee,0,2,349,0,349
14234,closed,modulexcite,volunter,modulexcite,volunter,0,6,349,0,348
14233,closed,simpzan,volunter,Arcanemagus,volunter,365,3,365,0,0
14232,closed,AStupidBear,volunter,rsese,employee,0,2,349,0,349
14231,closed,yacut,volunter,maxbrunsfeld,employee,31,6,347,1,317
14230,closed,carrodher,volunter,carrodher,volunter,1,9,391,0,390
14229,closed,vertextao,volunter,rsese,employee,0,2,350,0,350
14228,closed,meafmira,volunter,rsese,employee,1,4,349,1,348
14227,open,meafmira,volunter,rsese,employee,null,26,353,1,null
14226,closed,p0lm,volunter,50Wliu,volunter,1,3,349,1,349
14224,closed,TETRA2000,volunter,stale[bot],bot,380,1,0,366,14
14222,closed,UziTech,volunter,stale[bot],bot,379,1,0,365,14
14220,closed,krisUneon,volunter,rsese,employee,2,2,349,2,349
14219,closed,baosen,volunter,rsese,employee,1,2,350,1,350
14218,closed,jerrybing,volunter,jerrybing,volunter,0,2,351,0,351
14216,closed,ozo2003,volunter,50Wliu,volunter,2,2,349,2,349
14215,closed,avi123456,volunter,rsese,employee,1,2,350,1,350
14214,closed,avi123456,volunter,rsese,employee,1,4,350,1,350
14213,closed,yanxiaobo,volunter,rsese,employee,1,2,350,1,350
14212,closed,AluminiumTech,volunter,rsese,employee,2,3,351,0,350
14211,closed,felipecrp,volunter,50Wliu,volunter,0,3,352,0,352
14209,closed,ungb,volunter,maxbrunsfeld,employee,2,3,352,0,349
14208,closed,igorvolnyi,volunter,rsese,employee,0,4,352,0,352
14207,closed,plexigras,volunter,rsese,employee,0,2,352,0,352
14206,closed,ooJerryLeeoo,volunter,ooJerryLeeoo,volunter,3,17,352,0,349
14204,closed,thiagolucio,volunter,50Wliu,volunter,0,2,353,0,353
14202,closed,ungb,volunter,nathansobo,employee,0,2,353,0,353
14201,closed,ungb,volunter,as-cii,employee,276,6,276,0,0
14200,closed,steelbrain,volunter,ungb,volunter,0,6,353,0,353
14199,closed,aleclarson,volunter,lee-dohm,employee,0,7,262,0,262
14198,closed,chrisdrackett,volunter,iolsen,employee,14,4,353,0,339
14197,closed,dnass,volunter,simurai,employee,133,6,351,0,218
14196,closed,xneomac,volunter,rsese,employee,0,4,353,0,353
14195,closed,feketegy,volunter,feketegy,volunter,1,4,353,0,352
14193,closed,phyllisstein,volunter,as-cii,employee,0,4,354,0,353
14192,closed,shanept,volunter,shanept,volunter,4,5,352,1,349
14191,closed,discentem,volunter,50Wliu,volunter,0,2,354,0,354
14190,closed,50Wliu,volunter,stale[bot],bot,379,1,0,365,14
14189,closed,ungb,volunter,maxbrunsfeld,employee,118,6,352,0,233
14187,closed,piotaixr,volunter,piotaixr,volunter,0,3,354,0,354
14186,closed,ungb,volunter,stale[bot],bot,379,2,365,0,14
14185,closed,50Wliu,volunter,50Wliu,volunter,0,2,354,0,354
14184,closed,50Wliu,volunter,maxbrunsfeld,employee,0,2,354,0,354
14182,closed,JonasT,volunter,50Wliu,volunter,0,6,354,0,354
14181,closed,ghost,volunter,rsese,employee,0,3,342,0,342
14180,closed,ghulamhussain,volunter,rsese,employee,0,2,354,0,354
14179,closed,olegst90,volunter,rsese,employee,0,2,354,0,354
14176,open,50Wliu,volunter,null,volunter,null,11,344,5,null
14173,closed,50Wliu,volunter,maxbrunsfeld,employee,0,2,355,0,355
14172,closed,mirosval,volunter,rsese,employee,15,6,353,2,340
14171,closed,kleindienst,volunter,lee-dohm,employee,0,3,354,0,354
14170,closed,noe132,volunter,noe132,volunter,0,1,0,356,356
14169,closed,tailorsira,volunter,Ben3eeE,volunter,0,2,356,0,356
14167,closed,tonycody,volunter,thomasjo,volunter,0,3,356,0,356
14165,closed,50Wliu,volunter,50Wliu,volunter,63,2,291,63,291
14163,closed,damieng,volunter,damieng,volunter,119,11,354,0,234
14162,closed,chrisdrackett,volunter,lee-dohm,employee,111,15,354,0,242
14160,closed,VitaliyLi,volunter,50Wliu,volunter,0,2,356,0,356
14159,closed,JerryGoyal,volunter,thomasjo,volunter,0,3,356,0,356
14158,closed,tlystad24,volunter,rsese,employee,15,6,357,0,342
14157,closed,lordjbs,volunter,Arcanemagus,volunter,365,2,0,365,0
14156,closed,butirpadi,volunter,50Wliu,volunter,0,2,359,0,359
14155,closed,matthewwithanm,volunter,nathansobo,employee,2,4,359,0,356
14154,closed,srseven,volunter,lee-dohm,employee,0,2,359,0,359
14153,closed,srseven,volunter,50Wliu,volunter,0,4,359,0,359
14152,closed,am3crt,volunter,50Wliu,volunter,0,3,359,0,359
14151,closed,zz4fap,volunter,rsese,employee,0,9,358,0,357
14150,closed,tinymins,volunter,damieng,volunter,3,8,359,0,356
14149,closed,usemodj,volunter,50Wliu,volunter,0,2,359,0,359
14148,open,MoritzKn,volunter,null,volunter,null,6,1,163,null
14147,open,dbachko,volunter,null,volunter,null,5,3,0,null
14145,closed,tsaiid,volunter,as-cii,employee,279,23,323,0,44
14144,closed,patmcd,volunter,thomasjo,volunter,1,5,360,0,360
14142,closed,CybersHere,volunter,rsese,employee,0,2,361,0,361
14141,closed,5t33,volunter,Ben3eeE,volunter,0,2,361,0,361
14140,open,dennorske,volunter,null,volunter,null,8,399,0,null
14139,closed,peteruithoven,volunter,ungb,volunter,116,10,359,0,243
14138,closed,50Wliu,volunter,stale[bot],bot,379,2,365,0,14
14133,open,ungb,volunter,null,volunter,null,5,365,0,null
14132,closed,wyujie,volunter,rsese,employee,0,2,362,0,362
14130,closed,xjkdev,volunter,Ben3eeE,volunter,0,4,362,0,362
14129,closed,kolbma,volunter,50Wliu,volunter,0,2,362,0,362
14128,closed,brigand,volunter,rsese,employee,0,4,362,0,362
14127,closed,Leva7,volunter,Leva7,volunter,141,10,360,0,219
14126,closed,jcpny1,volunter,50Wliu,volunter,0,3,363,0,363
14124,open,50Wliu,volunter,null,volunter,null,1,0,365,null
14123,closed,jasghoy,volunter,50Wliu,volunter,0,1,0,363,363
14122,closed,kevinhylant,volunter,50Wliu,volunter,0,2,363,0,363
14121,closed,noahholley,volunter,damieng,volunter,0,4,363,0,363
14120,closed,kaustubhhiware,volunter,50Wliu,volunter,0,4,363,0,363
14118,closed,USI-Carbol,volunter,50Wliu,volunter,0,2,363,0,363
14115,closed,MCSophie,volunter,stale[bot],bot,380,2,366,0,14
14114,closed,neildocs,volunter,stale[bot],bot,381,6,366,0,14
14113,open,queued37,volunter,null,volunter,null,3,1,0,null
14112,open,AnthonyWC,volunter,null,volunter,null,9,136,1,null
14111,closed,nakulbende,volunter,rsese,employee,132,5,361,2,231
14110,closed,MoritzKn,volunter,50Wliu,volunter,1,3,365,0,364
14109,closed,cs150bf,volunter,50Wliu,volunter,2,4,366,0,363
14106,closed,AmauryCarrade,volunter,50Wliu,volunter,0,3,366,0,366
14105,closed,Sorunome,volunter,rsese,employee,0,2,366,0,366
14102,closed,kierans,volunter,damieng,volunter,2,1,0,367,365
14101,open,dfindley,volunter,null,volunter,null,17,332,0,null
14100,closed,wkk-knight,volunter,rsese,employee,0,2,367,0,367
14099,closed,Mizzlr,volunter,rsese,employee,0,2,367,0,367
14098,closed,lishoujun,volunter,rsese,employee,0,2,367,0,367
14097,closed,rajinder-yadav,volunter,rsese,employee,0,2,367,0,367
14095,closed,alppike,volunter,thomasjo,volunter,0,2,368,0,368
14094,closed,MOIS3S,volunter,rsese,employee,35,3,367,0,332
14092,closed,juschu,volunter,stale[bot],bot,379,1,0,365,14
14091,closed,gustavohmsilva,volunter,rsese,employee,0,2,367,0,367
14090,closed,juschu,volunter,stale[bot],bot,379,1,0,365,14
14089,closed,diesire,volunter,stale[bot],bot,387,6,372,1,14
14088,closed,diesire,volunter,stale[bot],bot,379,1,0,365,14
14087,closed,neiloox,volunter,rsese,employee,0,3,368,0,368
14086,closed,zhengyanhu,volunter,rsese,employee,0,3,369,0,368
14085,closed,RainKolwa,volunter,50Wliu,volunter,1,2,367,1,367
14084,closed,lxholding,volunter,rsese,employee,0,2,368,0,368
14083,open,jdw1996,volunter,null,volunter,null,8,3,0,null
14082,closed,zkostree,volunter,50Wliu,volunter,7,7,367,1,361
14081,closed,Arcanemagus,volunter,lee-dohm,employee,55,1,0,368,313
14079,closed,einfallstoll,volunter,AndreaGriffiths11,volunter,0,2,369,0,369
14077,closed,fromthestone,volunter,rsese,employee,0,2,370,0,370
14076,closed,CalebKnox,volunter,rsese,employee,0,2,370,0,370
14075,closed,Aevyz,volunter,rsese,employee,0,3,370,0,370
14074,open,ndeniche,volunter,null,volunter,null,4,330,0,null
14073,closed,rdelpeso,volunter,rsese,employee,0,2,370,0,370
14072,closed,rovo79,volunter,rsese,employee,0,2,370,0,370
14071,closed,yellowblood,volunter,rsese,employee,0,3,370,0,370
14069,closed,weud,volunter,rsese,employee,0,2,370,0,370
14068,closed,ejaramos,volunter,rsese,employee,0,2,370,0,370
14067,closed,jm3,volunter,rsese,employee,1,2,370,1,370
14066,open,Zanndorin,volunter,null,volunter,null,19,153,0,null
14064,closed,juju3650,volunter,50Wliu,volunter,0,2,372,0,372
14062,closed,dongz9,volunter,rsese,employee,0,2,373,0,373
14061,closed,viddo,volunter,viddo,volunter,88,8,370,2,283
14060,closed,pleabargain,volunter,rsese,employee,1,4,373,0,372
14059,closed,GeorgeWL,volunter,50Wliu,volunter,0,3,373,0,373
14058,closed,knzudgt,volunter,50Wliu,volunter,0,2,373,0,373
14057,closed,gozes,volunter,50Wliu,volunter,0,3,372,0,372
14056,closed,ururekina,volunter,Ben3eeE,volunter,368,3,367,0,0
14055,closed,Josca,volunter,Ben3eeE,volunter,0,2,374,0,374
14054,closed,Jan9th,volunter,thomasjo,volunter,0,3,374,0,374
14053,closed,50Wliu,volunter,50Wliu,volunter,255,0,null,null,null
14052,closed,thesilvacesar,volunter,50Wliu,volunter,0,3,374,0,374
14051,closed,clintonbeattie,volunter,lee-dohm,employee,0,3,374,0,374
14050,closed,lysky,volunter,Ben3eeE,volunter,0,2,375,0,375
14049,open,josteinbf,volunter,null,volunter,null,16,133,0,null
14048,closed,dliakh,volunter,dliakh,volunter,0,2,375,0,375
14046,open,ghost,volunter,null,volunter,null,1,0,64,null
14045,closed,jalendport,volunter,rsese,employee,0,7,375,0,375
17072,closed,8ctopotamus,volunter,lee-dohm,employee,0,1,0,0,0
17071,closed,wyudong,volunter,lee-dohm,employee,0,6,14,0,13
17069,closed,rayhinton,volunter,lee-dohm,employee,0,21,43,0,43
17068,closed,kkasra12,volunter,lee-dohm,employee,0,1,0,0,0
17067,closed,PoignardAzur,volunter,lee-dohm,employee,0,2,0,0,0
17066,closed,gaurav476,volunter,Arcanemagus,volunter,0,1,0,0,0
17065,closed,286810,volunter,Arcanemagus,volunter,0,1,0,0,0
17064,closed,arjunkrishnababu96,volunter,lee-dohm,employee,20,4,18,1,0
17063,closed,bulletkid,volunter,maxbrunsfeld,employee,18,10,17,1,0
17062,closed,ghost,volunter,null,volunter,0,2,0,0,0
17061,closed,chapmanethan,volunter,Arcanemagus,volunter,0,3,0,0,0
17060,closed,Arcanemagus,volunter,maxbrunsfeld,employee,19,3,19,0,0
17059,closed,1453921760,volunter,lee-dohm,employee,0,4,0,0,0
17058,closed,Runawary,volunter,Arcanemagus,volunter,0,1,0,0,0
17055,closed,bratliff,volunter,maxbrunsfeld,employee,18,11,13,0,4
17054,closed,pink-raks,volunter,Arcanemagus,volunter,0,2,0,0,0
17053,open,noe132,volunter,null,volunter,null,7,0,0,null
17052,closed,tonykaram1993,volunter,rsese,employee,0,1,0,0,0
17051,closed,hungtcs,volunter,hungtcs,volunter,2,2,2,0,0
17048,closed,Nishith,volunter,rsese,employee,0,1,0,0,0
17047,closed,NathanRSmith,volunter,Arcanemagus,volunter,1,6,1,0,0
17046,closed,levinandrew,volunter,lee-dohm,employee,0,3,0,0,0
17045,closed,courtneyburas,volunter,rsese,employee,0,1,0,0,0
17044,closed,MrShakes,volunter,rsese,employee,0,1,0,0,0
17043,closed,byrjx,volunter,Ben3eeE,volunter,0,1,0,0,0
14044,closed,flachware,volunter,50Wliu,volunter,0,3,375,0,375
14043,closed,gooking,volunter,50Wliu,volunter,0,2,375,0,375
14042,closed,stibinator,volunter,50Wliu,volunter,0,2,375,0,375
14041,closed,nkkollaw,volunter,50Wliu,volunter,0,3,376,0,376
14040,closed,CoralineAda,volunter,rsese,employee,0,3,376,0,376
14039,closed,GhostChild,volunter,50Wliu,volunter,0,3,377,0,377
14037,closed,mdanetzky,volunter,50Wliu,volunter,0,4,377,0,377
14036,closed,jy95,volunter,50Wliu,volunter,0,5,377,0,377
14035,closed,danblondell,volunter,50Wliu,volunter,0,3,378,0,378
14034,closed,TheSeventhLion,volunter,rsese,employee,1,4,377,0,377
14033,closed,mdtdev,volunter,mdtdev,volunter,2,9,340,0,338
14032,closed,joscha,volunter,50Wliu,volunter,0,2,379,0,379
14031,closed,Viskazz,volunter,50Wliu,volunter,0,2,379,0,379
14030,closed,knizer,volunter,thomasjo,volunter,0,2,379,0,379
14029,closed,BradenM,volunter,rsese,employee,0,4,380,0,380
14028,closed,philwyettreb,volunter,50Wliu,volunter,0,2,380,0,380
14025,closed,edrem07,volunter,50Wliu,volunter,0,2,380,0,380
14023,open,jrial,volunter,null,volunter,null,2,353,0,null
14020,open,mjpierce7590,volunter,null,volunter,null,60,391,0,null
14019,closed,akshaybabloo,volunter,rsese,employee,4,4,380,0,377
14018,closed,ExillustX,volunter,lee-dohm,employee,0,2,381,0,381
14017,closed,nathansobo,employee,maxbrunsfeld,employee,20,6,381,0,360
14015,closed,DijitulLiam,volunter,rsese,employee,0,2,381,0,381
14013,closed,claudioarchi,volunter,rsese,employee,49,3,382,0,332
14012,closed,jt-money,volunter,rsese,employee,1,7,382,0,380
14011,closed,ModernWebService,volunter,rsese,employee,7,2,374,7,374
14010,closed,Arcanemagus,volunter,Arcanemagus,volunter,35,3,374,8,347
14009,closed,beramaks,volunter,lee-dohm,employee,19,6,382,0,363
14008,closed,Garfield-Finch,volunter,rsese,employee,50,7,382,0,332
14007,closed,ijimmmmm,volunter,rsese,employee,0,2,383,0,383
14006,open,viion,volunter,null,volunter,null,6,0,0,null
14005,open,BinaryMuse,employee,null,volunter,null,0,null,null,null
14002,closed,jp26jp,volunter,lee-dohm,employee,0,2,384,0,384
14001,closed,Andrew-Webb,volunter,rsese,employee,0,2,383,0,383
14000,closed,connorlarkin1,volunter,connorlarkin1,volunter,0,1,0,384,384
13999,closed,Oblik-Design,volunter,lee-dohm,employee,0,2,384,0,384
13996,closed,pydolan,volunter,50Wliu,volunter,0,3,384,0,384
13995,closed,umpirsky,volunter,rsese,employee,0,3,384,0,384
13993,closed,MiquelAdell,volunter,50Wliu,volunter,0,28,311,0,311
13992,open,Xembie,volunter,null,volunter,null,9,334,0,null
13991,closed,AStupidBear,volunter,rsese,employee,0,2,385,0,385
13990,closed,meryldakin,volunter,meryldakin,volunter,0,1,0,385,385
13989,closed,Manur94,volunter,rsese,employee,1,4,384,1,384
13988,closed,pbregener,volunter,50Wliu,volunter,0,2,385,0,385
13985,closed,xelra,volunter,stale[bot],bot,392,10,378,0,14
13984,closed,masiama,volunter,rsese,employee,0,8,386,0,386
13983,open,BlueSilverCat,volunter,null,volunter,null,4,23,1,null
13981,closed,matthewjumpsoffbuildings,volunter,rsese,employee,2,5,384,2,384
13980,open,anatoli26,volunter,null,volunter,null,14,204,1,null
13979,closed,lplover,volunter,AndreaGriffiths11,volunter,0,2,387,0,387
13978,closed,benogle,volunter,50Wliu,volunter,24,19,387,0,363
13975,closed,jonhjul,volunter,jonhjul,volunter,0,1,0,388,388
13974,closed,jonhjul,volunter,jonhjul,volunter,0,1,0,388,388
13973,closed,jonhjul,volunter,jonhjul,volunter,0,1,0,388,388
13972,closed,mjaggard,volunter,50Wliu,volunter,0,2,387,0,387
13971,closed,bazzilic,volunter,rsese,employee,0,2,387,0,387
13969,open,lcrocker,volunter,null,volunter,null,0,null,null,null
13967,open,agalathynius,volunter,null,volunter,null,1,0,0,null
13966,closed,patricks,volunter,50Wliu,volunter,0,2,389,0,389
13964,closed,neriai,volunter,rsese,employee,56,5,389,0,332
13962,closed,RichieMcMullen,volunter,50Wliu,volunter,0,2,389,0,389
13961,closed,elado,volunter,rsese,employee,0,2,389,0,389
13960,closed,maxcr,volunter,50Wliu,volunter,24,3,365,23,364
13959,closed,craigfanman,volunter,stale[bot],bot,434,10,420,0,14
13958,closed,WLyKan,volunter,50Wliu,volunter,0,2,390,0,390
13957,closed,intret,volunter,50Wliu,volunter,0,2,390,0,390
13956,closed,atxrenegade,volunter,50Wliu,volunter,0,2,390,0,390
13953,closed,sn0wyfall,volunter,rsese,employee,0,4,390,0,390
13952,closed,anytimesoon,volunter,50Wliu,volunter,0,2,391,0,391
13951,closed,baso2316,volunter,baso2316,volunter,0,2,391,0,391
13950,open,mcdado,volunter,null,volunter,null,1,0,0,null
13948,closed,mh-nichts,volunter,Ben3eeE,volunter,0,3,391,0,391
13946,closed,Uninen,volunter,Uninen,volunter,0,5,391,0,391
13942,closed,zsoerenm,volunter,50Wliu,volunter,0,2,392,0,392
13939,closed,elliotcm,volunter,rsese,employee,0,5,392,0,392
13938,closed,bjubes,volunter,50Wliu,volunter,2,4,392,0,390
13935,closed,meiamsome,volunter,rsese,employee,0,4,392,0,392
13933,closed,liuderchi,volunter,daviwil,employee,305,12,304,0,0
13932,closed,p-e-w,volunter,lee-dohm,employee,1,4,312,0,311
13931,closed,huozhi,volunter,50Wliu,volunter,1,3,391,1,391
13930,closed,JetQin,volunter,rsese,employee,61,3,271,4,214
13928,closed,mikeerickson,volunter,50Wliu,volunter,0,3,394,0,394
13926,closed,gURLmeetsCode,volunter,rsese,employee,0,2,394,0,394
13924,closed,abyss1,volunter,thomasjo,volunter,0,2,395,0,395
13923,closed,mimimomoc,volunter,stale[bot],bot,385,8,370,0,14
13920,closed,viziionary,volunter,Ben3eeE,volunter,0,2,395,0,395
