atom,electron,gitlfs,hubot,linguist
8.517989934650341,0,0,12.926136363636365,0
38.98445128821453,59.62863482424384,34.19618528610354,25.85227272727273,18.7012987012987
52.49755877713513,40.37136517575616,65.80381471389646,61.22159090909091,81.2987012987013
