AE,AV,EE,EV,HE,HV,GE,GV,LE,LV
4.777070063694268,1.4299332697807436,9.090909090909092,9.504550050556118,14.285714285714285,6.349206349206349,0,8.189655172413794,50,10.932475884244374
23.56687898089172,7.562758182395933,38.63636363636363,33.872598584428715,23.809523809523807,33.33333333333333,50,55.172413793103445,50,41.80064308681672
13.694267515923567,8.722592945662536,27.27272727272727,23.053589484327603,23.809523809523807,25.396825396825395,18.75,11.206896551724139,0,30.54662379421222
33.12101910828025,33.714648871941534,7.954545454545454,12.689585439838218,9.523809523809524,15.873015873015872,6.25,6.4655172413793105,0,6.752411575562702
24.840764331210192,48.57006673021926,17.045454545454543,20.879676440849344,28.57142857142857,19.047619047619047,25,18.96551724137931,0,9.967845659163988
