user, site_admin, forward_engineering_percent, corrective_engineering_percent, reengineering_percent, uncategorized_percent, management_percent
db0company,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
paulcbetts,false,0.03571428571428571,0.0,0.0,0.6071428571428571,0.35714285714285715
rtomayko,false,0.3,0.0,0.0,0.6,0.1
jredville,false,0.0,0.0,0.0,1.0,0.0
phuicy,false,0.0,1.0,0.0,0.0,0.0
semperos,false,1.0,0.0,0.0,0.0,0.0
mrorii,false,0.0,0.0,0.0,1.0,0.0
wagenet,false,1.0,0.0,0.0,0.0,0.0
nwellnhof,false,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
stanhu,false,0.0,0.0,0.0,1.0,0.0
moorepants,false,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
powerman,false,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0
NiklasRosenstein,false,0.0,1.0,0.0,0.0,0.0
zhemao,false,0.0,0.0,0.0,1.0,0.0
DavidJFelix,false,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
hnryjms,false,1.0,0.0,0.0,0.0,0.0
jkrems,false,0.0,1.0,0.0,0.0,0.0
freebroccolo,false,1.0,0.0,0.0,0.0,0.0
skalnik,false,0.5,0.0,0.3333333333333333,0.0,0.16666666666666666
StoneCypher,false,1.0,0.0,0.0,0.0,0.0
neersighted,false,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
fushnisoft,false,0.19696969696969696,0.25757575757575757,0.2727272727272727,0.15151515151515152,0.12121212121212122
piki,false,0.24444444444444444,0.28888888888888886,0.24444444444444444,0.022222222222222223,0.2
vincentwoo,false,1.0,0.0,0.0,0.0,0.0
ppannuto,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
snormore,false,0.0,0.0,1.0,0.0,0.0
jimhester,false,1.0,0.0,0.0,0.0,0.0
blakeembrey,false,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
jeanlouisboudart,false,1.0,0.0,0.0,0.0,0.0
Ryman,false,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
ngarnier,false,1.0,0.0,0.0,0.0,0.0
tnm,false,0.0781152780134623,0.0363061905569966,0.11658707263662295,0.22391376370673843,0.5450776950861798
aaronpuchert,false,0.8,0.0,0.13333333333333333,0.06666666666666667,0.0
holman,false,0.0,0.0,0.0,0.0,1.0
zacstewart,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
pwaller,false,1.0,0.0,0.0,0.0,0.0
binki,false,0.0,0.0,0.0,0.0,1.0
greghendershott,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
jirutka,false,1.0,0.0,0.0,0.0,0.0
johan,false,1.0,0.0,0.0,0.0,0.0
xPaw,false,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
CNG,false,1.0,0.0,0.0,0.0,0.0
lawrencewoodman,false,1.0,0.0,0.0,0.0,0.0
hoelzro,false,0.5777777777777777,0.15555555555555556,0.24444444444444444,0.022222222222222223,0.0
Mikulas,false,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
stuarthalloway,false,0.0,0.0,0.1,0.9,0.0
JJ,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
stevex86,false,1.0,0.0,0.0,0.0,0.0
gauravsavadi,false,0.0,0.0,1.0,0.0,0.0
jelder,false,0.0,0.0,0.0,1.0,0.0
timjb,false,0.5,0.0,0.0,0.0,0.5
ethanwhite,false,1.0,0.0,0.0,0.0,0.0
jsta,false,1.0,0.0,0.0,0.0,0.0
t-b,false,1.0,0.0,0.0,0.0,0.0
pborreli,false,0.0,1.0,0.0,0.0,0.0
cgranade,false,0.6,0.0,0.06666666666666667,0.3333333333333333,0.0
sgallagher,false,0.0,1.0,0.0,0.0,0.0
rkh,false,1.0,0.0,0.0,0.0,0.0
jlec,false,1.0,0.0,0.0,0.0,0.0
horchler,false,0.0,0.0,0.0,0.0,1.0
MatthewFluet,false,0.0,0.0,0.0,1.0,0.0
jvanegmond,false,1.0,0.0,0.0,0.0,0.0
HQ063,false,0.0,0.0,1.0,0.0,0.0
nixel2007,false,1.0,0.0,0.0,0.0,0.0
earwig,false,1.0,0.0,0.0,0.0,0.0
sarahhodne,false,0.0,1.0,0.0,0.0,0.0
sunaku,false,0.0,0.0,0.0,1.0,0.0
thewilkybarkid,false,1.0,0.0,0.0,0.0,0.0
sshirokov,false,1.0,0.0,0.0,0.0,0.0
egorzhdan,false,1.0,0.0,0.0,0.0,0.0
fragmer,false,0.0,0.0,0.0,1.0,0.0
richo,false,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
brynary,false,0.0,0.0,0.0,1.0,0.0
cstrahan,false,1.0,0.0,0.0,0.0,0.0
jakepetroules,false,0.0,0.0,0.0,1.0,0.0
kr,false,1.0,0.0,0.0,0.0,0.0
jamesqo,false,0.4,0.0,0.0,0.0,0.6
jkutner,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
snh,false,0.0,0.0,1.0,0.0,0.0
aroben,false,0.18490932642487046,0.048089378238341966,0.14183937823834197,0.20201856649395508,0.4231433506044905
hawkw,false,0.8095238095238095,0.047619047619047616,0.0,0.14285714285714285,0.0
Ahmad-Maged,false,0.0,0.0,0.0,0.0,1.0
seldridge,false,1.0,0.0,0.0,0.0,0.0
rafer,false,1.0,0.0,0.0,0.0,0.0
veganstraightedge,false,1.0,0.0,0.0,0.0,0.0
othree,false,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0
amclain,false,1.0,0.0,0.0,0.0,0.0
paulmillr,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
chriskuehl,false,0.7,0.1,0.0,0.0,0.2
windley,false,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0
eschulte,false,1.0,0.0,0.0,0.0,0.0
aseemk,false,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
maxogden,false,0.0,0.0,1.0,0.0,0.0
burke,false,0.0,0.0,0.0,1.0,0.0
REAS,false,0.16666666666666666,0.0,0.5,0.3333333333333333,0.0
zmanji,false,0.0,0.0,0.0,1.0,0.0
rpardee,false,1.0,0.0,0.0,0.0,0.0
leto,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
soc,false,0.0,0.0,1.0,0.0,0.0
cjdrake,false,1.0,0.0,0.0,0.0,0.0
kusma,false,0.9642857142857143,0.0,0.03571428571428571,0.0,0.0
askreet,false,1.0,0.0,0.0,0.0,0.0
tinnet,false,1.0,0.0,0.0,0.0,0.0
Caerbannog,false,1.0,0.0,0.0,0.0,0.0
cdlm,false,0.0,0.0,0.5,0.5,0.0
lildude,false,0.06060606060606061,0.0625,0.2840909090909091,0.20833333333333334,0.38446969696969696
KoffeinFlummi,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
techniq,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
rofl0r,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
njsmith,false,0.0,0.0,0.0,0.0,1.0
CodingAnarchy,false,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
roodboi,false,0.4642857142857143,0.0,0.17857142857142858,0.35714285714285715,0.0
meganemura,false,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666
mdespuits,false,1.0,0.0,0.0,0.0,0.0
alaingilbert,false,0.0,0.0,0.0,1.0,0.0
Dorian,false,1.0,0.0,0.0,0.0,0.0
lpil,false,0.7,0.0,0.0,0.3,0.0
honzabrecka,false,0.0,0.0,1.0,0.0,0.0
danijar,false,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
MikeMcQuaid,false,0.0,0.0,0.0,0.0,1.0
yuya-takeyama,false,0.0,0.0,0.0,1.0,0.0
tautologico,false,1.0,0.0,0.0,0.0,0.0
odanoburu,false,0.0,0.0,0.0,0.0,1.0
NachoSoto,false,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
mephaust,false,0.8,0.0,0.0,0.2,0.0
andygrunwald,false,0.0,0.0,1.0,0.0,0.0
robin850,false,0.0,0.0,0.0,1.0,0.0
kivikakk,false,0.1471861471861472,0.030303030303030304,0.20346320346320346,0.22510822510822512,0.3939393939393939
vitaut,false,0.4444444444444444,0.0,0.2777777777777778,0.2777777777777778,0.0
sylvestre,false,1.0,0.0,0.0,0.0,0.0
tmm1,false,0.1111111111111111,0.0,0.06666666666666667,0.8,0.022222222222222223
idrougge,false,1.0,0.0,0.0,0.0,0.0
Jaxan,false,0.0,0.0,0.3,0.0,0.7
brianmario,false,0.0661764705882353,0.11029411764705882,0.0,0.47794117647058826,0.34558823529411764
zonuexe,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
trq,false,1.0,0.0,0.0,0.0,0.0
ararslan,false,0.0,0.0,1.0,0.0,0.0
CalebFenton,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
MathBunny,false,0.0,0.0,1.0,0.0,0.0
nwolverson,false,0.0,0.0,1.0,0.0,0.0
draegtun,false,0.0,0.0,0.22857142857142856,0.7714285714285715,0.0
robsimmons,false,1.0,0.0,0.0,0.0,0.0
MakeNowJust,false,0.0,1.0,0.0,0.0,0.0
tgjones,false,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0
andyli,false,0.0,0.0,0.5,0.5,0.0
ahmadsalim,false,0.6181818181818182,0.2,0.12727272727272726,0.0,0.05454545454545454
mihneadb,false,1.0,0.0,0.0,0.0,0.0
cjgdev,false,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285
infininight,false,0.0,0.0,1.0,0.0,0.0
Crissov,false,0.0,0.0,0.0,0.0,1.0
osorgin,false,0.10714285714285714,0.0,0.0,0.0,0.8928571428571429
DominikTo,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
trishume,false,1.0,0.0,0.0,0.0,0.0
redj,false,0.0,0.0,0.0,0.0,1.0
ankitr,false,0.0,0.0,1.0,0.0,0.0
AnthonyDGreen,false,1.0,0.0,0.0,0.0,0.0
meh,false,1.0,0.0,0.0,0.0,0.0
KevinT,false,1.0,0.0,0.0,0.0,0.0
ngn,false,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
Caged,false,0.4,0.0,0.0,0.4,0.2
arctic5,false,0.0,0.0,1.0,0.0,0.0
ptoomey3,false,0.0,0.0,0.0,1.0,0.0
afischer,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
JoshCheek,false,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
GiampaoloFalqui,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
lparenteau,false,0.2857142857142857,0.0,0.23809523809523808,0.19047619047619047,0.2857142857142857
aivus,false,0.0,0.0,1.0,0.0,0.0
alokedesai,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
Rolinh,false,0.0,0.0,1.0,0.0,0.0
sstephenson,false,1.0,0.0,0.0,0.0,0.0
ChimeraCoder,false,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
robrix,false,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
rajendraarora16,false,1.0,0.0,0.0,0.0,0.0
dalehenrich,false,0.1111111111111111,0.0,0.0,0.75,0.1388888888888889
MeirKriheli,false,0.0,0.0,0.0,1.0,0.0
thorade,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
mattn,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
Sheeo,false,0.0,0.0,0.0,1.0,0.0
ntkme,false,0.6,0.0,0.0,0.4,0.0
larsbrinkhoff,false,0.46580962800875275,0.06838074398249452,0.05826039387308534,0.2136214442013129,0.19392778993435447
utkarshkukreti,false,0.0,0.0,1.0,0.0,0.0
albertlyu,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
bwestlin,false,1.0,0.0,0.0,0.0,0.0
waddlesplash,false,1.0,0.0,0.0,0.0,0.0
kostko,false,1.0,0.0,0.0,0.0,0.0
zhensydow,false,1.0,0.0,0.0,0.0,0.0
nicolasstucki,false,0.0,0.0,0.0,0.0,1.0
drewcrawford,false,1.0,0.0,0.0,0.0,0.0
lukaselmer,false,0.6,0.0,0.2,0.0,0.2
JDutil,false,1.0,0.0,0.0,0.0,0.0
bmabey,false,1.0,0.0,0.0,0.0,0.0
mr-c,false,0.0,0.0,0.0,0.0,1.0
webhat,false,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
Hardmath123,false,1.0,0.0,0.0,0.0,0.0
samcv,false,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
ismailarilik,false,0.14285714285714285,0.0,0.6153846153846154,0.02197802197802198,0.21978021978021978
rneatherway,false,0.0,0.0,0.0,0.0,1.0
seanupton,false,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285
rkirsling,false,0.0,0.0,0.0,1.0,0.0
glts,false,1.0,0.0,0.0,0.0,0.0
bakkdoor,false,1.0,0.0,0.0,0.0,0.0
ppwwyyxx,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
shaneog,false,1.0,0.0,0.0,0.0,0.0
techhat,false,0.0,0.0,0.0,0.0,1.0
Redth,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
kevinsawicki,false,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0
remixz,false,1.0,0.0,0.0,0.0,0.0
felixphew,false,1.0,0.0,0.0,0.0,0.0
hearsilent,false,1.0,0.0,0.0,0.0,0.0
chrislgarry,false,0.38095238095238093,0.0,0.42857142857142855,0.14285714285714285,0.047619047619047616
drautb,false,0.0,0.0,0.0,0.0,1.0
graymalkin,false,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0
mthadley,false,1.0,0.0,0.0,0.0,0.0
abahgat,false,1.0,0.0,0.0,0.0,0.0
CrimsonTautology,false,1.0,0.0,0.0,0.0,0.0
dwarfland,false,0.0,0.2857142857142857,0.0,0.5238095238095238,0.19047619047619047
brandonblack,false,0.0,0.15053763440860216,0.16129032258064516,0.15483870967741936,0.5333333333333333
joeyspin,false,0.5,0.0,0.5,0.0,0.0
dzidzitop,false,0.0,0.0,0.0,0.0,1.0
wjlroe,false,0.0,0.0,0.0,1.0,0.0
Shan1024,false,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
petercrlane,false,1.0,0.0,0.0,0.0,0.0
garyb,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
AdamFerguson,false,1.0,0.0,0.0,0.0,0.0
tobin,false,0.0,1.0,0.0,0.0,0.0
ognevsky,false,1.0,0.0,0.0,0.0,0.0
iWader,false,1.0,0.0,0.0,0.0,0.0
michaelficarra,false,0.0,0.0,0.0,1.0,0.0
thotypous,false,1.0,0.0,0.0,0.0,0.0
akissinger,false,1.0,0.0,0.0,0.0,0.0
bweir,false,0.7,0.0,0.1,0.2,0.0
geekflyer,false,1.0,0.0,0.0,0.0,0.0
seancoyne,false,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
sunderls,false,0.0,0.0,0.0,0.0,1.0
vkmita,false,0.0,0.0,0.0,0.0,1.0
stuartpb,false,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
mgaitan,false,0.0,0.0,0.0,1.0,0.0
quarterto,false,0.0,0.0,1.0,0.0,0.0
yznima,false,1.0,0.0,0.0,0.0,0.0
s0meone,false,0.0,0.0,0.0,1.0,0.0
cozos,false,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
nkt,false,1.0,0.0,0.0,0.0,0.0
robstoll,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
Aaron1011,false,1.0,0.0,0.0,0.0,0.0
christophermanning,false,0.0,1.0,0.0,0.0,0.0
kasper3,false,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
Bartvds,false,1.0,0.0,0.0,0.0,0.0
couchand,false,1.0,0.0,0.0,0.0,0.0
ibnfirnas,false,0.9,0.0,0.1,0.0,0.0
rlsosborne,false,1.0,0.0,0.0,0.0,0.0
aqnouch,false,0.0,0.0,0.0,0.0,1.0
a0viedo,false,0.0,1.0,0.0,0.0,0.0
liavt,false,0.5,0.0,0.5,0.0,0.0
