user, site_admin, forward_engineering_percent, corrective_engineering_percent, reengineering_percent, uncategorized_percent, management_percent
tobiasvl,false,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
baroquebobcat,false,1.0,0.0,0.0,0.0,0.0
ztmr,false,0.5714285714285714,0.0,0.0,0.39285714285714285,0.03571428571428571
mikepurvis,false,1.0,0.0,0.0,0.0,0.0
dom96,false,1.0,0.0,0.0,0.0,0.0
josh,false,0.19561520260278023,0.06247781721384206,0.10020334220644779,0.45420733510795624,0.18749630286897367
hkdobrev,false,0.4666666666666667,0.0,0.3333333333333333,0.0,0.2
MichaelGrafnetter,false,0.0,1.0,0.0,0.0,0.0
jdf,false,1.0,0.0,0.0,0.0,0.0
tekkub,false,0.0,0.0,0.0,1.0,0.0
jecisc,false,0.0,1.0,0.0,0.0,0.0
hyperair,false,0.0,0.0,0.0,1.0,0.0
edechter,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
mlinksva,false,0.0,0.0,0.0,0.0,1.0
faithanne,false,1.0,0.0,0.0,0.0,0.0
mrego,false,1.0,0.0,0.0,0.0,0.0
tbodt,false,1.0,0.0,0.0,0.0,0.0
Visgean,false,0.0,0.0,0.0,1.0,0.0
philix,false,1.0,0.0,0.0,0.0,0.0
jwatzman,false,1.0,0.0,0.0,0.0,0.0
mmhelloworld,false,0.0,0.0,0.0,0.0,1.0
gwadej,false,0.0,0.0,1.0,0.0,0.0
pditommaso,false,0.0,0.0,1.0,0.0,0.0
rkoeninger,false,0.0,0.0,0.13333333333333333,0.06666666666666667,0.8
aquileia,false,0.0,0.0,0.0,1.0,0.0
rdeltour,false,0.4666666666666667,0.0,0.2,0.3333333333333333,0.0
CAD97,false,0.0,0.0,0.0,0.0,1.0
Dominator008,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
nishtahir,false,0.0,0.0,1.0,0.0,0.0
nwhetsell,false,0.2,0.3,0.5,0.0,0.0
sbisbee,false,1.0,0.0,0.0,0.0,0.0
vors,false,0.0,0.0,1.0,0.0,0.0
mamodom,false,1.0,0.0,0.0,0.0,0.0
edm00se,false,0.25757575757575757,0.13636363636363635,0.07575757575757576,0.19696969696969696,0.3333333333333333
johanatan,false,1.0,0.0,0.0,0.0,0.0
jowido,false,0.0,0.0,0.0,1.0,0.0
ianamason,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
saantiaguilera,false,0.0,0.0,0.0,0.0,1.0
abuiles,false,1.0,0.0,0.0,0.0,0.0
Giacom,false,0.0,0.17857142857142858,0.6428571428571429,0.17857142857142858,0.0
Tyil,false,0.0,0.0,0.0,0.0,1.0
erik,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
gentoo90,false,1.0,0.0,0.0,0.0,0.0
ilovb,false,0.17857142857142858,0.0,0.5357142857142857,0.2857142857142857,0.0
le717,false,0.0,0.0,1.0,0.0,0.0
untitaker,false,0.0,0.0,0.0,1.0,0.0
peol,false,0.0,1.0,0.0,0.0,0.0
sandyarmstrong,false,1.0,0.0,0.0,0.0,0.0
baoshan,false,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
keplersj,false,0.2857142857142857,0.0,0.09523809523809523,0.23809523809523808,0.38095238095238093
computmaxer,false,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
yyx990803,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
pjhyett,false,1.0,0.0,0.0,0.0,0.0
tessarin,false,0.0,0.0,1.0,0.0,0.0
tesch1,false,0.3516483516483517,0.10989010989010989,0.0,0.38461538461538464,0.15384615384615385
alloy,false,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
damieng,false,0.0,0.0,1.0,0.0,0.0
DX-MON,false,0.11,0.34,0.35333333333333333,0.06333333333333334,0.13333333333333333
relrod,false,0.16666666666666666,0.0,0.0,0.5,0.3333333333333333
claytono,false,1.0,0.0,0.0,0.0,0.0
chillum,false,0.0,1.0,0.0,0.0,0.0
c-lipka,false,0.4642857142857143,0.32142857142857145,0.07142857142857142,0.10714285714285714,0.03571428571428571
wil93,false,1.0,0.0,0.0,0.0,0.0
lucaswerkmeister,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
simonwistow,false,1.0,0.0,0.0,0.0,0.0
ming13,false,0.0,0.0,0.0,1.0,0.0
AbigailBuccaneer,false,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
shaunlebron,false,0.5,0.0,0.0,0.5,0.0
BruceKnowsHow,false,1.0,0.0,0.0,0.0,0.0
GWRon,false,0.0,0.0,1.0,0.0,0.0
ammaraskar,false,0.0,0.0,1.0,0.0,0.0
scttnlsn,false,0.0,1.0,0.0,0.0,0.0
danp,false,1.0,0.0,0.0,0.0,0.0
imsys,false,1.0,0.0,0.0,0.0,0.0
nox,false,0.0,0.0,1.0,0.0,0.0
thezim,false,1.0,0.0,0.0,0.0,0.0
brson,false,1.0,0.0,0.0,0.0,0.0
maximusvladimir,false,1.0,0.0,0.0,0.0,0.0
DHowett,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
ifarbod,false,1.0,0.0,0.0,0.0,0.0
thesave,false,1.0,0.0,0.0,0.0,0.0
halirutan,false,0.5333333333333333,0.0,0.06666666666666667,0.0,0.4
acgetchell,false,0.5,0.0,0.5,0.0,0.0
timm,false,0.0,0.0,1.0,0.0,0.0
afronski,false,1.0,0.0,0.0,0.0,0.0
wcandillon,false,0.7,0.0,0.0,0.3,0.0
vmarkovtsev,false,1.0,0.0,0.0,0.0,0.0
joshterrell805,false,0.0,1.0,0.0,0.0,0.0
codecat,false,0.0,0.0,0.0,0.0,1.0
FredrikL,false,0.0,1.0,0.0,0.0,0.0
softprops,false,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333
leafo,false,0.9,0.0,0.0,0.1,0.0
matejak,false,0.5277777777777778,0.0,0.4722222222222222,0.0,0.0
aep-shoutlet,false,0.0,0.0,0.0,0.0,1.0
wmertens,false,1.0,0.0,0.0,0.0,0.0
wadetandy,false,1.0,0.0,0.0,0.0,0.0
Verteiron,false,1.0,0.0,0.0,0.0,0.0
danluu,false,1.0,0.0,0.0,0.0,0.0
mcandre,false,0.0,0.0,0.0,1.0,0.0
Frigolit,false,1.0,0.0,0.0,0.0,0.0
bmeck,false,0.0,0.0,1.0,0.0,0.0
cpojer,false,1.0,0.0,0.0,0.0,0.0
ykzts,false,0.0,0.0,0.0,1.0,0.0
cono,false,1.0,0.0,0.0,0.0,0.0
waltherg,false,1.0,0.0,0.0,0.0,0.0
robnewman,false,1.0,0.0,0.0,0.0,0.0
joewiz,false,1.0,0.0,0.0,0.0,0.0
wizawu,false,0.9,0.0,0.1,0.0,0.0
c1phr,false,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
DrItanium,false,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
berdario,false,0.0,0.0,0.0,1.0,0.0
smola,false,0.10714285714285714,0.4642857142857143,0.35714285714285715,0.0,0.07142857142857142
jin,false,1.0,0.0,0.0,0.0,0.0
ioanrogers,false,1.0,0.0,0.0,0.0,0.0
danmichaelo,false,1.0,0.0,0.0,0.0,0.0
dveeden,false,0.0,0.0,1.0,0.0,0.0
ziggi,false,0.3,0.0,0.2,0.5,0.0
bfontaine,false,0.3611111111111111,0.0,0.0,0.6388888888888888,0.0
joaquincasares,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
gabru-md,false,0.0,0.0,0.0,0.0,1.0
Flyingmana,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
justinyost,false,1.0,0.0,0.0,0.0,0.0
fbonzon,false,0.0,1.0,0.0,0.0,0.0
jrnold,false,1.0,0.0,0.0,0.0,0.0
munrocape,false,0.0,0.0,0.0,1.0,0.0
phase,false,0.6944444444444444,0.0,0.08333333333333333,0.2222222222222222,0.0
csimons,false,0.0,1.0,0.0,0.0,0.0
upsuper,false,0.3,0.0,0.0,0.4,0.3
mavam,false,1.0,0.0,0.0,0.0,0.0
joelparkerhenderson,false,0.0,0.0,0.0,0.0,1.0
Alhadis,false,0.40085287846481876,0.05745707552463248,0.11760745146448211,0.21108742004264391,0.21299517450342273
klpn,false,1.0,0.0,0.0,0.0,0.0
jaxzin,false,0.38095238095238093,0.0,0.23809523809523808,0.38095238095238093,0.0
rpavlick,false,1.0,0.0,0.0,0.0,0.0
jiyinyiyong,false,1.0,0.0,0.0,0.0,0.0
aclements,false,0.0,0.0,0.0,1.0,0.0
ajlangley,false,1.0,0.0,0.0,0.0,0.0
jtbandes,false,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
floscher,false,0.42857142857142855,0.0,0.17857142857142858,0.39285714285714285,0.0
astavale,false,0.0,0.0,1.0,0.0,0.0
SimenB,false,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0
dasmithii,false,0.06666666666666667,0.3333333333333333,0.6,0.0,0.0
myguidingstar,false,1.0,0.0,0.0,0.0,0.0
BrunoDutertre,false,0.0,0.0,0.0,1.0,0.0
rognierbenoit,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
pmoura,false,0.9,0.0,0.0,0.1,0.0
strangewarp,false,1.0,0.0,0.0,0.0,0.0
mrmonday,false,0.0,0.0,0.0,1.0,0.0
zbrock,false,0.0,0.0,0.0,1.0,0.0
arthurvr,false,0.0,0.0,1.0,0.0,0.0
tucnak,false,0.4,0.1,0.0,0.3,0.2
oldmud0,false,0.0,0.0,1.0,0.0,0.0
hdgarrood,false,0.0,0.0,0.0,1.0,0.0
liluo,false,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5
igrigorik,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
fingolfin,false,0.5409836065573771,0.14754098360655737,0.2459016393442623,0.0,0.06557377049180328
standage,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
Uberi,false,0.6666666666666666,0.2,0.0,0.0,0.13333333333333333
avdg,false,1.0,0.0,0.0,0.0,0.0
davidaylaian,false,0.0,0.0,0.0,0.0,1.0
PJB3005,false,0.0,1.0,0.0,0.0,0.0
tokenrove,false,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
rayvector,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
tschf,false,0.0,1.0,0.0,0.0,0.0
woodruffw,false,0.4166666666666667,0.3888888888888889,0.0,0.0,0.19444444444444445
ruben2020,false,0.0,0.4,0.3,0.3,0.0
mjjohnson,false,1.0,0.0,0.0,0.0,0.0
am11,false,0.0,1.0,0.0,0.0,0.0
mndrix,false,0.0,0.5,0.0,0.0,0.5
DavidSkrundz,false,0.5,0.0,0.1,0.4,0.0
berkerpeksag,false,1.0,0.0,0.0,0.0,0.0
freak4pc,false,0.0,0.0,1.0,0.0,0.0
cflee,false,1.0,0.0,0.0,0.0,0.0
kevmoo,false,0.0,0.0,1.0,0.0,0.0
benwiley4000,false,1.0,0.0,0.0,0.0,0.0
julik,false,1.0,0.0,0.0,0.0,0.0
bashor,false,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
natcl,false,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
miek,false,1.0,0.0,0.0,0.0,0.0
oktapodia,false,0.0,0.0,1.0,0.0,0.0
arfon,false,0.058673486987675126,0.02403374679065458,0.08914908610655273,0.2064595930476092,0.6216840870675083
rsanheim,false,0.0,0.0,0.0,1.0,0.0
flaviusb,false,1.0,0.0,0.0,0.0,0.0
developerinlondon,false,1.0,0.0,0.0,0.0,0.0
ScrimpyCat,false,0.0,0.0,0.0,0.0,1.0
ptrv,false,1.0,0.0,0.0,0.0,0.0
abevoelker,false,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0
bilderbuchi,false,0.0,1.0,0.0,0.0,0.0
lostcolony,false,1.0,0.0,0.0,0.0,0.0
yohny,false,1.0,0.0,0.0,0.0,0.0
pyk,false,0.8,0.0,0.06666666666666667,0.13333333333333333,0.0
sahildua2305,false,0.35294117647058826,0.0,0.26143790849673204,0.0,0.38562091503267976
Dadido3,false,0.8,0.0,0.0,0.2,0.0
chezwicker,false,0.6,0.0,0.1,0.0,0.3
pcantrell,false,0.0,0.0,0.0,1.0,0.0
horndude77,false,0.0,0.0,0.0,1.0,0.0
parkr,false,0.5,0.0,0.25,0.25,0.0
mgdm,false,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
MaickelHubner,false,0.0,0.0,1.0,0.0,0.0
supahgreg,false,1.0,0.0,0.0,0.0,0.0
bkeepers,false,0.09349593495934959,0.07522716403634624,0.2019607843137255,0.24256336681013868,0.38675274988044
seppestas,false,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
williamd1k0,false,0.4,0.16363636363636364,0.12727272727272726,0.0,0.3090909090909091
R4PaSs,false,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0
pzi,false,0.0,0.0,0.0,1.0,0.0
buildersbrewery,false,0.8,0.0,0.2,0.0,0.0
bhuga,false,0.0,0.0,0.0,1.0,0.0
borgified,false,0.0,0.0,0.0,1.0,0.0
stringfellow,false,0.0,0.0,1.0,0.0,0.0
Phineas,false,0.0,0.0,0.0,0.0,1.0
jkeirstead,false,0.5,0.0,0.0,0.0,0.5
davidabian,false,0.3333333333333333,0.0,0.5,0.0,0.16666666666666666
geoff-codes,false,0.0,0.0,0.0,0.0,1.0
christianbundy,false,0.3,0.0,0.5,0.0,0.2
gdi2290,false,1.0,0.0,0.0,0.0,0.0
yutannihilation,false,0.0,0.0,0.0,1.0,0.0
rlespinasse,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
yandy,false,0.0,0.0,0.0,1.0,0.0
BPScott,false,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
menduz,false,0.0,0.0,1.0,0.0,0.0
jonsterling,false,0.0,0.0,1.0,0.0,0.0
tricknotes,false,1.0,0.0,0.0,0.0,0.0
rdwampler,false,1.0,0.0,0.0,0.0,0.0
carlosgaldino,false,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
thomshouse,false,0.0,0.0,1.0,0.0,0.0
rodjek,false,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
midraed,false,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
scottmangiapane,false,0.3974358974358974,0.0,0.28205128205128205,0.32051282051282054,0.0
mbezjak,false,1.0,0.0,0.0,0.0,0.0
stoe,false,0.0,1.0,0.0,0.0,0.0
javierhonduco,false,0.0,0.0,1.0,0.0,0.0
orthopteroid,false,0.5555555555555556,0.027777777777777776,0.3055555555555556,0.1111111111111111,0.0
fix-fix,false,0.0,0.0,0.0,1.0,0.0
tamird,false,0.0,0.0,0.5,0.5,0.0
matthewmccullough,false,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
adaedra,false,0.0,0.0,1.0,0.0,0.0
stof,false,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0
maieul,false,0.0,0.0,0.0,1.0,0.0
Sharpie,false,1.0,0.0,0.0,0.0,0.0
spderosso,false,0.0,0.0,0.0,1.0,0.0
rlidwka,false,1.0,0.0,0.0,0.0,0.0
tclem,false,0.3,0.0,0.4,0.3,0.0
thomasvandoren,false,0.4642857142857143,0.0,0.03571428571428571,0.07142857142857142,0.42857142857142855
nicolasdanet,false,1.0,0.0,0.0,0.0,0.0
sebgod,false,0.4909090909090909,0.07272727272727272,0.16363636363636364,0.0,0.2727272727272727
zzet,false,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
wesinator,false,1.0,0.0,0.0,0.0,0.0
hoosierEE,false,0.0,0.0,1.0,0.0,0.0
jglick,false,0.0,0.0,0.0,1.0,0.0
hartsantler,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
Madsn,false,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0
killmous,false,1.0,0.0,0.0,0.0,0.0
oxan,false,0.0,0.0,1.0,0.0,0.0
tarebyte,false,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666
waveform80,false,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
jaaso,false,1.0,0.0,0.0,0.0,0.0
krk,false,1.0,0.0,0.0,0.0,0.0
jaredpetersen,false,1.0,0.0,0.0,0.0,0.0
edmundito,false,0.34545454545454546,0.09090909090909091,0.16363636363636364,0.23636363636363636,0.16363636363636364
wcpines,false,0.0,0.0,1.0,0.0,0.0
charliesome,false,0.24736842105263157,0.0,0.30526315789473685,0.3263157894736842,0.12105263157894737
akashivskyy,false,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
Drup,false,1.0,0.0,0.0,0.0,0.0
jasonbot,false,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
steinwaywhw,false,0.2857142857142857,0.0,0.42857142857142855,0.23809523809523808,0.047619047619047616
Ziaw,false,0.0,0.4,0.0,0.4,0.2
brcooley,false,1.0,0.0,0.0,0.0,0.0
hipikat,false,0.0,1.0,0.0,0.0,0.0
zwilias,false,0.0,0.0,1.0,0.0,0.0
wjk,false,0.0,0.0,0.0,0.0,1.0
earl,false,0.0,0.0,0.0,1.0,0.0
wilg,false,1.0,0.0,0.0,0.0,0.0
Mouq,false,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
mandel,false,0.5,0.0,0.0,0.0,0.5
